Código da espécie,Nome cientifico,Código Nome Popular,Nome popular
1980924,Abarema adenophora,88915,Olho-de-peixe
1980927,Abarema cochliacarpos,88658,Babatenon
1049335,Abarema filamentosa,88649,Olho-de-pomba
35843,Abarema jupunba,45309,Angelim-falso
35843,Abarema jupunba,47519,Contas-de-nossa-senhora
35843,Abarema jupunba,43009,Fava-amargosa
35843,Abarema jupunba,54094,Igaraná
35843,Abarema jupunba,45310,Pau-bicho
35843,Abarema jupunba,40883,Saboeiro
35843,Abarema jupunba,40884,Tento-azul
2024607,Abarema spp,88917,Fava-branca
1981208,Abarema villosa,88873,Barbatimão
1981208,Abarema villosa,88871,Bordão-de-velho
1981208,Abarema villosa,88872,Ingá-negro
34537,Abbevillea guaviroba,44457,Guabiroba-de-cachorro
32824,Abies balsamea,38444,Pinheiro
34045,Abies cilicica,54095,Abeto
34073,Abies concolor,43010,Abeto
34073,Abies concolor,73330,Oyamel-de-california
34680,Abies numidica,52053,Abeto
31581,Abies pectinata,45311,Pinheiro
33450,Abies pinsapo,40885,Pinheiro
35267,Abuta spp.,40886,Abuta
32206,Abutilon fluviatile,36421,Cuiteleiro
30041,Acacallis cyanae,35608,Orchid
30041,Acacallis cyanae,35609,Orquídea
33414,Acacia adhaerens,38325,Acácia
31582,Acacia albida,45312,Acácia
1037125,Acacia angustissima,89446,Acacia-angustíssima
34681,Acacia arabica,40887,Acácia-do-nilo
34681,Acacia arabica,38633,Árvore-da-goma-arábica
31583,Acacia atramentaria,49782,Curupaí-curu
1034898,Acacia auriculiformis,89445,Acacia
32207,Acacia baileyana,36422,Acácia-da-austrália
33451,Acacia cavenia,45306,Espinilho
33451,Acacia cavenia,43011,Pata-de-vaca
32009,Acacia cornigera,51127,Acácia-cornígera
32199,Acacia cyanophylla,47488,Acácia-da-austrália
35268,Acacia dealbata,51875,Acácia-da-austrália
35268,Acacia dealbata,45313,Aroma-francesa
32208,Acacia decurrens,43012,Acácia
32208,Acacia decurrens,49783,Acácia-da-austrália
32208,Acacia decurrens,36423,Acácia-negra
31584,Acacia farnesiana,52054,Arapiraca
31584,Acacia farnesiana,40888,Aromita
31584,Acacia farnesiana,44838,Corona-cristi
31584,Acacia farnesiana,43013,Coronha
31584,Acacia farnesiana,42670,Espinheiro
31584,Acacia farnesiana,40889,Espinilho
31584,Acacia farnesiana,52055,Esponja
31584,Acacia farnesiana,49593,Esponjeira
31584,Acacia farnesiana,45314,Esponjinha
31584,Acacia farnesiana,71226,Sweet-acacia
31584,Acacia farnesiana,53465,Vinhático-de-espinho
33452,Acacia glomerosa,47520,Angico-preto
33452,Acacia glomerosa,36424,Muquém
32209,Acacia jurema,38634,Jurema
32804,Acacia laeta,44953,Acácia
1042680,Acacia mangium,84764,acácia-australiana
33453,Acacia melanoxylon,49592,Ébano-da-austrália
33453,Acacia melanoxylon,47521,Madeira-preta
33453,Acacia melanoxylon,38635,Maogani-da-austrália
33453,Acacia melanoxylon,37793,Mogno-da-austrália
33453,Acacia melanoxylon,71228,Tasmanian-blackwood
31585,Acacia monteirii,43014,Monjolo-ferro
34074,Acacia paniculata,45315,Angiquinho
34074,Acacia paniculata,40655,Monjoleiro
1034922,Acacia plumosa,88686,Acácia-de-espinho
1034922,Acacia plumosa,88685,Arranha-gato
1034922,Acacia plumosa,88684,Unha-de-gato
31586,Acacia polyphylla,45010,Acácia-monjolo
31586,Acacia polyphylla,38315,Angico-monjolo
31586,Acacia polyphylla,43015,Angiquinho
31586,Acacia polyphylla,45316,Espinheiro-preto
31586,Acacia polyphylla,42213,Fava-de-espinho
31586,Acacia polyphylla,40890,Faveira-de-espinho
31586,Acacia polyphylla,54031,Guarucaia
31586,Acacia polyphylla,51876,Juqueriguaçu
31586,Acacia polyphylla,43016,Monjoleiro
31586,Acacia polyphylla,47522,Paricá
31586,Acacia polyphylla,38636,Paricá-branco
31586,Acacia polyphylla,51198,Paricá-grande
31586,Acacia polyphylla,47523,Paricarana
31586,Acacia polyphylla,53838,Paricarana-de-espinho
31586,Acacia polyphylla,49784,Paricarana-do-amazonas
34600,Acacia pycnantha,44837,Acácia-da-austrália
32851,Acacia riparia,45317,Malícia
32851,Acacia riparia,40891,Paricá-preto
32851,Acacia riparia,47524,Paricarana
32851,Acacia riparia,51199,Unha-de-gato
34075,Acacia spadicigera,40892,Acácia
35844,Acacia spp.,47525,Cobi
32210,Acacia striata,40893,Mata-cavalo
32827,Acacia visco,42849,Visco
18081,Acanthocereus brasiliensis,15834,Cacto
18081,Acanthocereus brasiliensis,15835,Cactus
450214,Acanthocereus tetragonus,73331,Órgano-alado-de-pitaya
32852,Acanthosyris paulo-alvinii,52056,Mata-cacau
34682,Acanthosyris spinescens,49785,Sombra-de-touro
32211,Acca sellowiana,36425,Araçá-do-rio-grande
32211,Acca sellowiana,51200,Goiaba
32211,Acca sellowiana,45318,Goiaba-ananás
32211,Acca sellowiana,45319,Goiaba-crioula
32211,Acca sellowiana,45142,Goiaba-da-serra
32211,Acca sellowiana,40425,Goiaba-de-casca-verde
32211,Acca sellowiana,51201,Goiaba-do-campo
32211,Acca sellowiana,36426,Goiaba-do-mato
32211,Acca sellowiana,36427,Goiaba-serrana
32211,Acca sellowiana,47526,Goiaba-silvestre
32211,Acca sellowiana,36428,Goiaba-verde
32211,Acca sellowiana,43017,Goiabeira-do-mato
32211,Acca sellowiana,48902,Goiabeira-serrana
31587,Acer monspessulanum,43018,Zelha
35845,Acer pseudo-platanus,47527,Falso-plátano
35845,Acer pseudo-platanus,52057,Sicômoro
34646,Achatocarpus bicornutus,49594,Cabo-de-lança
32076,Achatocarpus microcarpus,44458,Ibirau
34631,Achatocarpus praecox,44973,Ibirau
34633,Acioa edulis,40601,Castanha-de-cutia
35846,Acioa spp.,38637,Anoerá-ferro
31588,Acnistus arborescens,40613,Esporão-de-galo
31588,Acnistus arborescens,47528,Fruta-de-sabiá
31588,Acnistus arborescens,36429,Mariana
31588,Acnistus arborescens,36430,Marianeira
34683,Acosmium dasycarpum,45320,Chapada
34683,Acosmium dasycarpum,49745,Chapadinha
34683,Acosmium dasycarpum,47529,Pau-paratudo
34683,Acosmium dasycarpum,47064,Perobinha
34683,Acosmium dasycarpum,43019,Sucupira-da-serra
34683,Acosmium dasycarpum,52058,Unha-d'anta
36340,Acosmium lentiscifolium,44459,Murta
36430,Acosmium nitens,38392,Itaubarana
32853,Acosmium subelegans,36431,Amendoim-falso
32853,Acosmium subelegans,47530,Chapadinha
32853,Acosmium subelegans,45321,Sucupira-branca
32853,Acosmium subelegans,47348,Sucupira-do-campo
18083,Acostaea bicornis,15839,Orchid
18083,Acostaea bicornis,15838,Orquídea
18084,Acostaea costaricensis,15841,Orchid
18084,Acostaea costaricensis,15840,Orquídea
18085,Acostaea unicornis,15843,Orchid
18085,Acostaea unicornis,15842,Orquídea
18089,Acriopsis borneensis,15851,Orchid
18089,Acriopsis borneensis,15850,Orquídea
2024651,Acritopappus spp,89093,Assa-peixe
34579,Acrocarpus spp.,51490,Mundani
32854,Acrocomia aculeata,49786,Bacaiúba
32854,Acrocomia aculeata,49787,Bacaiuveira
32854,Acrocomia aculeata,44460,Bocaiúba
32854,Acrocomia aculeata,40871,Bocaiúba-de-são-lourenço
32854,Acrocomia aculeata,49464,Bocaiúba-dos-patanais
32854,Acrocomia aculeata,36432,Coco-baboso
32854,Acrocomia aculeata,45322,Coco-de-bacaiúba
32854,Acrocomia aculeata,38185,Coco-de-catarro
32854,Acrocomia aculeata,49595,Coco-de-espinho
32854,Acrocomia aculeata,52059,Macacaúba
32854,Acrocomia aculeata,40876,Macaiá-mirim
32854,Acrocomia aculeata,47531,Macaíba
32854,Acrocomia aculeata,38638,Macaibeira
32854,Acrocomia aculeata,43020,Macajuba
32854,Acrocomia aculeata,47532,Macaúba
32854,Acrocomia aculeata,38473,Mocajá
32854,Acrocomia aculeata,40894,Mocajaíba
32854,Acrocomia aculeata,38141,Mocajá-mirim
32854,Acrocomia aculeata,42214,Mocajá-pequeno
32854,Acrocomia aculeata,52060,Mucajuba
32854,Acrocomia aculeata,45323,Mucujá
32854,Acrocomia aculeata,44917,Palmeira
34076,Acrodiclidium appellii,47533,Aritu
34076,Acrodiclidium appellii,52061,Louro-aritu
32828,Acrodiclidium aureum,47349,Folha-dourada
34684,Acrodiclidium brasiliense,45324,Louro
32855,Acrodiclidium camara,53899,Camaçamará
32855,Acrodiclidium camara,39967,Camará
32855,Acrodiclidium camara,51202,Cambará-de-cheiro
32855,Acrodiclidium camara,52062,Itaúba-camará
34010,Acrodiclidium canella,40426,Canela-caxeta
35847,Acrodiclidium chrysophyllum,36433,Sassafrás-da-guiana
35847,Acrodiclidium chrysophyllum,45325,Sassafrás-do-pará
35848,Acrodiclidium cinnamomoides,52063,Canela-do-mato
35849,Acrodiclidium puchury-major,49525,Louro-puxuri
35849,Acrodiclidium puchury-major,43021,Puxuri
35849,Acrodiclidium puchury-major,42706,Puxuri-grosso
32856,Actinostemon caribaeus,36434,Capitão
32856,Actinostemon caribaeus,38639,Laranjeira-brava
32856,Actinostemon caribaeus,43022,Laranjeira-do-mato
32856,Actinostemon caribaeus,36435,Pau-rainha
32856,Actinostemon caribaeus,38466,Três-cores-vermelhas
35763,Actinostemon concolor,89529,Euphorbia-do-campo
35763,Actinostemon concolor,88771,Laranjeira-do-mato
35763,Actinostemon concolor,88802,Pau-canzil
2016049,Actinostemon concolor subsp. acuminatus,89495,Euphorbia-do-campo
31589,Actinostemon lanceolatus,48903,Caiteté
31589,Actinostemon lanceolatus,45326,Canela-de-veado
31589,Actinostemon lanceolatus,45143,Gonçalo-alves
31590,Actinostemon microcarpus,43023,Laranjeira-brava
31590,Actinostemon microcarpus,47534,Laranjeira-do-mato
31590,Actinostemon microcarpus,47535,Três-cores-vermelhas
35209,Actinostemon spp.,40427,Amesclão
34685,Adansonia digitata,42215,Baobab
34685,Adansonia digitata,40895,Iciboacica
35269,Adenanthera pavonina,38640,Carolina
35269,Adenanthera pavonina,71224,Segavé
35269,Adenanthera pavonina,49788,Tento-carolina
35270,Adenostephanus sellowii,38641,Catucanhém
325286,Aechmea nudicaulis,73983,Aechmea-desnuda
35271,Aegiphila arborescens,40896,Botim
35271,Aegiphila arborescens,44461,Pimenteira-do-mato
1072360,Aegiphila integrifolia,88742,Papagaio
1072360,Aegiphila integrifolia,88822,Tamanqueira
32212,Aegiphila klotzschiana,45327,Capoeirão
32212,Aegiphila klotzschiana,36436,Fruta-de-papagaio
32212,Aegiphila klotzschiana,54272,Papagaio
32212,Aegiphila klotzschiana,45328,Pau-de-papagaio
32212,Aegiphila klotzschiana,42682,Tamanqueiro-do-campo
32212,Aegiphila klotzschiana,49789,Tamanqueiro-do-cerrado
34686,Aegiphila lundii,40897,Capoeirão
35272,Aegiphila pernambucensis,52064,Salgueiro
35850,Aegiphila sellowiana,44860,Briaúva
35850,Aegiphila sellowiana,39973,Capoeira-branca
35850,Aegiphila sellowiana,44800,Capoeirão
35850,Aegiphila sellowiana,49790,Fruta-de-papagaio
35850,Aegiphila sellowiana,52065,Gaioleira
35850,Aegiphila sellowiana,44462,Minura
35850,Aegiphila sellowiana,38642,Mululo
35850,Aegiphila sellowiana,48831,Papagaio
35850,Aegiphila sellowiana,38474,Pau-de-gaiola
35850,Aegiphila sellowiana,43024,Pau-de-tamanco
35850,Aegiphila sellowiana,38643,Tamanqueiro
34077,Aegiphila spp.,43025,Gaiteiro
35126,Aegiphila tomentosa,44380,Mululo-branco
1982473,Aegiphila verticillata,89472,Papagaio-do-cerrado
32077,Aegle marmelos,40049,Bilva
18101,Aerangis caulescens,15874,Orchid
18101,Aerangis caulescens,15875,Orquídea
18098,Aerangis citrata,15868,Orchid
18098,Aerangis citrata,15869,Orquídea
18103,Aerangis clavigera,15878,Orchid
18103,Aerangis clavigera,15879,Orquídea
18097,Aerangis cryptodon subsp. sensu,15866,Orchid
18097,Aerangis cryptodon subsp. sensu,15867,Orquídea
18099,Aerangis curnowiana,15870,Orchid
18099,Aerangis curnowiana,15871,Orquídea
18102,Aerangis decaryana,15876,Orchid
18102,Aerangis decaryana,15877,Orquídea
18091,Aerangis ellisii,15855,Orchid
18091,Aerangis ellisii,15854,Orquídea
18095,Aerangis fastuosa,15862,Orchid
18095,Aerangis fastuosa,15863,Orquídea
18105,Aerangis flexuosa,15882,Orchid
18105,Aerangis flexuosa,15883,Orquídea
18093,Aerangis hologlottis,15858,Orchid
18093,Aerangis hologlottis,15859,Orquídea
18104,Aerangis megaphylla,15880,Orchid
18104,Aerangis megaphylla,15881,Orquídea
18094,Aerangis modesta,15860,Orchid
18094,Aerangis modesta,15861,Orquídea
18096,Aerangis mystacidii,15864,Orchid
18096,Aerangis mystacidii,15865,Orquídea
18092,Aerangis platyphylla,15856,Orchid
18092,Aerangis platyphylla,15857,Orquídea
18100,Aerangis pumilio,15872,Orchid
18100,Aerangis pumilio,15873,Orquídea
18121,Aeranthes balfourii,15915,Orchid
18121,Aeranthes balfourii,15914,Orquídea
18123,Aerides crassifolia,15918,Orchid
18123,Aerides crassifolia,15919,Orquídea
18124,Aerides falcata,15920,Orchid
18124,Aerides falcata,15921,Orquídea
18125,Aerides flabellata,15922,Orchid
18125,Aerides flabellata,15923,Orquídea
18126,Aerides houllettianum,15924,Orchid
18126,Aerides houllettianum,15925,Orquídea
18127,Aerides krabiensis,15926,Orchid
18127,Aerides krabiensis,15927,Orquídea
18128,Aerides lawrenceana,15928,Orchid
18128,Aerides lawrenceana,15929,Orquídea
18129,Aerides mitratum,15930,Orchid
18129,Aerides mitratum,15931,Orquídea
18130,Aerides multiflorum,15932,Orchid
18130,Aerides multiflorum,15933,Orquídea
18131,Aerides odoratum,15934,Orchid
18131,Aerides odoratum,15935,Orquídea
35851,Aeschynomene sensitiva,45329,Paricazinho
32213,Aesculus hippocastanum,49791,Castanheiro-da-índia
35852,Aesculus pavia,45330,Olho-de-cabra
33454,Affonsea bullata,43026,Ingá-falso
30043,Aganisia pulchella,35612,Orchid
30043,Aganisia pulchella,35613,Orquídea
33908,Agarista deifolia,46598,Agarista
33455,Agarista eucaluptoides,51203,Criúva
33455,Agarista eucaluptoides,47536,Urze
36428,Agarista multiflora,49485,Criúva
34078,Agarista nummularia,38644,Urze-de-vaivém
2001546,Agarista revoluta,88991,Alegrim-do-rego
35210,Aglaia odorata,42602,Aglaia
35210,Aglaia odorata,42698,Murta-do-campo
34079,Agonandra brasiliensis,48904,Amarelão
34079,Agonandra brasiliensis,47537,Amora-do-mato
34079,Agonandra brasiliensis,51504,Canudo
34079,Agonandra brasiliensis,36437,Cereja-de-pobre
34079,Agonandra brasiliensis,42158,Cerveja-de-pobre
34079,Agonandra brasiliensis,38645,Cervejinha
34079,Agonandra brasiliensis,42216,Falso-pau-marfim
34079,Agonandra brasiliensis,49792,Guararema
34079,Agonandra brasiliensis,52066,Imbu-d'anta
34079,Agonandra brasiliensis,51822,Marfim
34079,Agonandra brasiliensis,48832,Marfinzeiro
34079,Agonandra brasiliensis,38646,Patu
34079,Agonandra brasiliensis,40898,Pau-d'alho-do-campo
34079,Agonandra brasiliensis,53466,Pau-d'alho-do-cerrado
34079,Agonandra brasiliensis,54056,Pau-marfim
34079,Agonandra brasiliensis,49793,Pau-marfim-da-mata
34079,Agonandra brasiliensis,44381,Pau-marfim-do-campo
34079,Agonandra brasiliensis,42536,Pau-marfim-do-cerrado
34079,Agonandra brasiliensis,42603,Pau-marfim-do-pará
34079,Agonandra brasiliensis,45144,Pau-marfim-verdadeiro
34079,Agonandra brasiliensis,42217,Quina-de-veado
34079,Agonandra brasiliensis,43027,Quinze-cuia
34079,Agonandra brasiliensis,53467,Tatu
34079,Agonandra brasiliensis,52067,Tigre-cuia
34079,Agonandra brasiliensis,36438,Tinge-cuia
32214,Agonandra engleri,44776,Cerveja-de-pobre
32214,Agonandra engleri,47538,Estoque
1320882,Agonandra silvatica,85152,Marfim
31335,Agonandra spp.,85121,Capitiúrosa
30045,Agrostochillus majus,35616,Orchid
30045,Agrostochillus majus,35617,Orquídea
35853,Ailanthus excelsa,38647,Árvore-celeste
35273,Ailanthus glandulosa,44463,Ailanto
35273,Ailanthus glandulosa,38648,Árvore-do-céu
35273,Ailanthus glandulosa,49794,Verniz-do-japão
35788,Aiouea laevis,49298,Amajouva
35788,Aiouea laevis,47161,Anhauiná
1985994,Aiouea myristicoides,85411,Louro-casca-vermelha
35854,Aiouea piauhyensis,45331,Canela-do-piauí
35855,Aiouea saligna,54096,Canela
35855,Aiouea saligna,46673,Canela-amarela-de-cheiro
35855,Aiouea saligna,49469,Canela-anhoíba
35855,Aiouea saligna,38649,Canela-anhuíba
35855,Aiouea saligna,53725,Canela-do-rio-grande
35855,Aiouea saligna,43028,Canela-sebo
35855,Aiouea saligna,43029,Louro-amarelo-de-cheiro
34080,Aiouea spp.,52068,Louro-canela
32215,Aiouea trinervis,49795,Louro-de-goiás
31591,Albizia corymbosa,37794,Fava
31591,Albizia corymbosa,52069,Faveira
34687,Albizia hasslerii,52070,Branquilho
34687,Albizia hasslerii,45145,Farinha-seca
34687,Albizia hasslerii,43030,Frango-assado
36401,Albizia inopinata,42604,Bananinha
34081,Albizia inundata,44753,Biguazeiro
34081,Albizia inundata,47539,Bigueiro
34081,Albizia inundata,47540,Canafístula
34081,Albizia inundata,40050,Muquém
34081,Albizia inundata,45132,Timbó-branco
32857,Albizia lebbeck,47541,Coração-de-negro
32857,Albizia lebbeck,49796,Ébano-europeu
32857,Albizia lebbeck,54097,Ébano-oriental
35856,Albizia moluccana,49797,Acácia-asiática
1049585,Albizia niopioides,89479,Escorrega-macaco
34688,Albizia niopodes,43031,Angico-branco
1040565,Albizia niopoides,89473,Escorrega-macaco
1035066,Albizia pedicellaris,89453,Arara-tucupi
1035066,Albizia pedicellaris,85399,Fava-mapuxiqui
31592,Albizia polycephala,38650,Albízia
31592,Albizia polycephala,43032,Angico-branco
31592,Albizia polycephala,40051,Cabelo
31592,Albizia polycephala,40899,Canafístula
31592,Albizia polycephala,51877,Faboeiro
31592,Albizia polycephala,40337,Fanjolo
31592,Albizia polycephala,36439,Fava-do-campo
31592,Albizia polycephala,36440,Fava-do-mato
31592,Albizia polycephala,49798,Faveira-do-campo
31592,Albizia polycephala,51204,Faveira-do-mato
31592,Albizia polycephala,52071,Faveiro-do-mato
31592,Albizia polycephala,44861,Monjolo
31592,Albizia polycephala,51697,Saboeiro
32858,Albizia procera,52072,Acácia-da-austrália
148672,Albizia spp.,85136,Fava-angico
34689,Alchornea cordata,47542,Tapiá-branco
34689,Alchornea cordata,49799,Tapiá-guaçu
1132554,Alchornea discolor,88884,Fruta-de-arara
35857,Alchornea glandulosa,38326,Amor-seco
35857,Alchornea glandulosa,47350,Ará-de-espinho
35857,Alchornea glandulosa,51205,Araribá
35857,Alchornea glandulosa,40900,Boleira
35857,Alchornea glandulosa,43033,Bugé
35857,Alchornea glandulosa,47543,Canela-raposa
35857,Alchornea glandulosa,36441,Canela-samambaia
35857,Alchornea glandulosa,45332,Caxeta
35857,Alchornea glandulosa,44464,Folha-de-bolo
35857,Alchornea glandulosa,51658,Folha-redonda
35857,Alchornea glandulosa,40901,Iricurana
35857,Alchornea glandulosa,47544,Malacaxeta
35857,Alchornea glandulosa,54098,Maria-mole
35857,Alchornea glandulosa,44862,Oeirana
35857,Alchornea glandulosa,49800,Taipiá
35857,Alchornea glandulosa,52073,Taipiá-guaçu
35857,Alchornea glandulosa,47332,Taipiá-mirim
35857,Alchornea glandulosa,40693,Tamanqueiro
35857,Alchornea glandulosa,40902,Taneiro
35857,Alchornea glandulosa,43034,Tanheiro
35857,Alchornea glandulosa,45333,Tanheiro-de-folha-redonda
35857,Alchornea glandulosa,47545,Tapiá
35857,Alchornea glandulosa,45334,Tapiá-guaçu
35857,Alchornea glandulosa,37795,Tapiá-mirim
32859,Alchornea grandis,45335,Canelarana
33456,Alchornea pycnogyne,45146,Boleira
33456,Alchornea pycnogyne,49801,Tapiá
32860,Alchornea sidifolia,38651,Ará-de-espinho
32860,Alchornea sidifolia,36442,Canela-raposa
32860,Alchornea sidifolia,45336,Canela-samambaia
32860,Alchornea sidifolia,51764,Caxeta
32860,Alchornea sidifolia,47260,Folha-de-bolo
32860,Alchornea sidifolia,45066,Iricurana
32860,Alchornea sidifolia,40428,Malacaxeta
32860,Alchornea sidifolia,36443,Oeirana
32860,Alchornea sidifolia,38652,Taipiá-guaçu
32860,Alchornea sidifolia,45337,Taipiá-mirim
32860,Alchornea sidifolia,47546,Tamanqueiro
32860,Alchornea sidifolia,44465,Taneiro
32860,Alchornea sidifolia,53953,Tanheiro
32860,Alchornea sidifolia,36444,Tapiá
32860,Alchornea sidifolia,38475,Tapiá-guaçu
32860,Alchornea sidifolia,52074,Tapiá-mirim
32860,Alchornea sidifolia,37725,Urucurana
34690,Alchornea spp.,49802,Fruta-de-arara
34690,Alchornea spp.,52075,Pau-de-leite
31593,Alchornea triplinervia,36445,Alchornea
31593,Alchornea triplinervia,49746,Alcórnea
31593,Alchornea triplinervia,49803,Algodoeiro
31593,Alchornea triplinervia,54258,Ará-de-espinho
31593,Alchornea triplinervia,40903,Boleira
31593,Alchornea triplinervia,45338,Canela
31593,Alchornea triplinervia,54099,Canela-raposa
31593,Alchornea triplinervia,51575,Canela-samambaia
31593,Alchornea triplinervia,37796,Casca-doce
31593,Alchornea triplinervia,42850,Caxeta
31593,Alchornea triplinervia,40904,Caxeta-branca
31593,Alchornea triplinervia,36446,Cebolão
31593,Alchornea triplinervia,44466,Chico-rupa
31593,Alchornea triplinervia,40905,Chipa-rupa
31593,Alchornea triplinervia,36447,Corticeira
31593,Alchornea triplinervia,40906,Filipe
31593,Alchornea triplinervia,45147,Folha-de-bolo
31593,Alchornea triplinervia,38653,Folhão
31593,Alchornea triplinervia,47065,Iricurana
31593,Alchornea triplinervia,46674,Jangada
31593,Alchornea triplinervia,45339,Lava-pratos
31593,Alchornea triplinervia,45340,Malacaxeta
31593,Alchornea triplinervia,47547,Oeirana
31593,Alchornea triplinervia,49804,Pau-de-bolo
31593,Alchornea triplinervia,52076,Pau-de-jangada
31593,Alchornea triplinervia,42218,Pau-de-tamanco
31593,Alchornea triplinervia,51878,Pau-de-tanho
31593,Alchornea triplinervia,47548,Samambaia
31593,Alchornea triplinervia,45341,Sete-cascas
31593,Alchornea triplinervia,52077,Taipiá-guaçu
31593,Alchornea triplinervia,51206,Taipiá-mirim
31593,Alchornea triplinervia,51472,Tamanqueiro
31593,Alchornea triplinervia,49433,Tanaeiro
31593,Alchornea triplinervia,49596,Taneiro
31593,Alchornea triplinervia,47550,Tanheiro
31593,Alchornea triplinervia,47549,Tapiá
31593,Alchornea triplinervia,47551,Tapiá-açu
31593,Alchornea triplinervia,36448,Tapiá-da-restinga
31593,Alchornea triplinervia,44467,Tapiaeiro
31593,Alchornea triplinervia,45342,Tapiá-guaçu
31593,Alchornea triplinervia,38654,Tapiá-guaçu-branco
31593,Alchornea triplinervia,49299,Tapiá-mirim
31593,Alchornea triplinervia,49597,Tapiá-vermelho
31593,Alchornea triplinervia,49580,Tapiazeiro
31593,Alchornea triplinervia,40849,Tira-teima
34082,Alchorneopsis floribunda,52078,Canelarana
34082,Alchorneopsis floribunda,40907,Tapiá
34691,Alchorneopsis trimera,45343,Canelarana
32861,Aldina discolor,38655,Macucu-da-caatinga
31594,Aldina heterophylla,85534,Angelim-coco
31594,Aldina heterophylla,88637,Angelim-do-campo
31594,Aldina heterophylla,43035,Macacada-de-paca
31594,Aldina heterophylla,47552,Macucu
31594,Aldina heterophylla,38656,Macucu-da-caatinga
31594,Aldina heterophylla,44468,Macucu-de-paca
31594,Aldina heterophylla,42998,Macucu-do-baxio
31595,Aldina latifolia,47553,Macucu
31595,Aldina latifolia,54044,Macucu-do-igapó
32216,Aleurites fordii,42491,Nogueira
32216,Aleurites fordii,36449,Tungue
34083,Aleurites spp.,38657,Leiteiro
35274,Aleurites triloba,36450,Nogueira
35274,Aleurites triloba,52079,Nogueira-da-índia
35274,Aleurites triloba,49432,Nogueira-de-iguapé
35274,Aleurites triloba,49805,Noz-da-índia
35274,Aleurites triloba,48905,Tungue
35858,Alexa grandiflora,47351,Melancieira
35858,Alexa grandiflora,40908,Sucupira-pepino
34692,Alexa imperatricis,36451,Ingaí
147274,Alexa spp.,89117,Sucupira
34693,Alibertia edulis,43036,Ajuruí
34693,Alibertia edulis,49806,Goiaba-preta
34693,Alibertia edulis,89480,Marmelo
34693,Alibertia edulis,44469,Marmelo-de-cachorro
34693,Alibertia edulis,49300,Puruí
34693,Alibertia edulis,54070,Puruizinho
33457,Alibertia sessilis,49807,Bola
33457,Alibertia sessilis,52080,Marmelada
33457,Alibertia sessilis,40909,Marmelada-de-bola
33457,Alibertia sessilis,42800,Marmelada-do-campo
33457,Alibertia sessilis,38658,Marmelada-olho-de-boi
33457,Alibertia sessilis,51207,Marmelinho-do-campo
31596,Alibertia sorbilis,40910,Puruí-grande
34694,Alibertia spp.,49808,Araçá-branco
1719767,Allagoptera arenaria,89280,Coco-de-xandó
34516,Allagoptera spp.,53395,Coqueiro
34618,Allamanda doniana,47144,Acapociba
34618,Allamanda doniana,49508,Ibapocaba
34618,Allamanda doniana,47352,Itapocaba
1320919,Allantoma decandra,85344,Jequitibá
1320919,Allantoma decandra,85187,Jequitibá-rosa
1320919,Allantoma decandra,85243,Tauari-vermelho
35275,Allantoma lineata,51760,Castanha-da-serra
35275,Allantoma lineata,42595,Castanheiro-da-serra
35275,Allantoma lineata,49187,Ceru
35275,Allantoma lineata,47554,Churu
35275,Allantoma lineata,45344,Jequitibá
35275,Allantoma lineata,85188,Jequitibá-rosa
35275,Allantoma lineata,38659,Ripeiro-cheru
35275,Allantoma lineata,53468,Seru
35275,Allantoma lineata,45345,Tauari
32217,Allantoma spp.,43037,Sapucaia
32217,Allantoma spp.,51134,Sapucarana
34695,Allophylus edulis,52081,Baga-de-morcego
34695,Allophylus edulis,40911,Chala-chala
34695,Allophylus edulis,45302,Chal-chal
34695,Allophylus edulis,53402,Fruta-de-paraó
34695,Allophylus edulis,47555,Fruta-de-pavó
34695,Allophylus edulis,38660,Fruta-de-pombo
34695,Allophylus edulis,49598,Murta-branca
34695,Allophylus edulis,42544,Murta-vermelha
34695,Allophylus edulis,43038,Vacum
34695,Allophylus edulis,51135,Vacunzeiro
33458,Allophylus guaraniticus,40881,Fruto-de-pombo
33458,Allophylus guaraniticus,45346,Uacoí-mirim
33458,Allophylus guaraniticus,38661,Vacum
33458,Allophylus guaraniticus,44470,Vacunzeiro
31597,Allophylus petiolulatus,38662,Baga-de-morcego
31597,Allophylus petiolulatus,53403,Casca-solta
31597,Allophylus petiolulatus,52082,Fruta-de-paraó
31597,Allophylus petiolulatus,38663,Timbó-mirim
34084,Allophylus sericeus,43039,Laranjeira-do-mato
34084,Allophylus sericeus,43040,Três-folhas-vermelhas
2024654,Allophylus spp,89099,Chal-chal
34085,Almeidea longifolia,37726,Guambixim
34085,Almeidea longifolia,37797,Guambixima
34085,Almeidea longifolia,43041,Guambixira
34085,Almeidea longifolia,49809,Guamixinga
34085,Almeidea longifolia,52083,Guamixira
34696,Alnus glutinosa,52084,Amieiro
35859,Aloysia virgata,45148,Camará
35859,Aloysia virgata,38186,Camará-de-lixa
35859,Aloysia virgata,52014,Cambará
35859,Aloysia virgata,47016,Cidró
35859,Aloysia virgata,45347,Lixa
35859,Aloysia virgata,43042,Lixeira
35859,Aloysia virgata,40912,Pau-lixa
31598,Alseis floribunda,45349,Álamo-de-serra
31598,Alseis floribunda,49810,Armação-de-serra
31598,Alseis floribunda,45348,Falsa-pelada
31598,Alseis floribunda,53469,Goiabeira
31598,Alseis floribunda,38664,Quina-de-são-paulo
