Código da espécie,Nome cientifico,Código Nome Popular,Nome popular
32946,Copaifera trapezifolia,47243,Copaíba-preta
32946,Copaifera trapezifolia,51262,Copaíba-vermelha
32946,Copaifera trapezifolia,40735,Copaibeira
32946,Copaifera trapezifolia,38941,Copaúba
32946,Copaifera trapezifolia,50130,Copaúva
32946,Copaifera trapezifolia,50131,Copuva
32946,Copaifera trapezifolia,45622,Óleo
32946,Copaifera trapezifolia,43352,Óleo-amarelo
32946,Copaifera trapezifolia,47815,Óleo-branco
32946,Copaifera trapezifolia,45141,Óleo-copaíba
32946,Copaifera trapezifolia,36765,Óleo-de-copaíba
32946,Copaifera trapezifolia,42718,Óleo-preto
32946,Copaifera trapezifolia,36766,Óleo-rajado
32946,Copaifera trapezifolia,42809,Pau-d'óleo
32946,Copaifera trapezifolia,38942,Pau-óleo
34166,Copernicia alba,47816,Carandá
34166,Copernicia alba,38502,Carandá-moroti
34166,Copernicia alba,50132,Carandaú
34166,Copernicia alba,41200,Carandaúba
34166,Copernicia alba,40109,Coqueiro-carandá
35946,Copernicia prunifera,43353,Árvore-de-vida
35946,Copernicia prunifera,49416,Árvore-providência
35946,Copernicia prunifera,47518,Carandaí
35946,Copernicia prunifera,47817,Carandataí
35946,Copernicia prunifera,45172,Carnaíba
35946,Copernicia prunifera,45623,Carnaúba
35946,Copernicia prunifera,50133,Carnaubeira
35946,Copernicia prunifera,51263,Palmeira-de-cera
20727,Copiapoa calderana,19950,Cacto
20727,Copiapoa calderana,19951,Cactus
20728,Copiapoa cinerea,19952,Cacto
20728,Copiapoa cinerea,19953,Cactus
20729,Copiapoa dealbata,19954,Cacto
20729,Copiapoa dealbata,19955,Cactus
20730,Copiapoa echinata,19956,Cacto
20730,Copiapoa echinata,19957,Cactus
20731,Copiapoa esmeraldana,19958,Cacto
20731,Copiapoa esmeraldana,19959,Cactus
20732,Copiapoa gigantea,19960,Cacto
20732,Copiapoa gigantea,19961,Cactus
20733,Copiapoa grandiflora,19962,Cacto
20733,Copiapoa grandiflora,19963,Cactus
20734,Copiapoa haseltoniana,19964,Cacto
20734,Copiapoa haseltoniana,19965,Cactus
20735,Copiapoa hornilloensis,19966,Cacto
20735,Copiapoa hornilloensis,19967,Cactus
20736,Copiapoa krainziana,19968,Cacto
20736,Copiapoa krainziana,19969,Cactus
20737,Copiapoa longispina,19970,Cacto
20737,Copiapoa longispina,19971,Cactus
20738,Copiapoa longistaminea,19972,Cacto
20738,Copiapoa longistaminea,19973,Cactus
20739,Copiapoa megarhiza,19974,Cacto
20739,Copiapoa megarhiza,19975,Cactus
20740,Copiapoa montana,19976,Cacto
20740,Copiapoa montana,19977,Cactus
20741,Copiapoa rubriflora,19978,Cacto
20741,Copiapoa rubriflora,19979,Cactus
20742,Copiapoa rupestris,19980,Cacto
20742,Copiapoa rupestris,19981,Cactus
1075111,Corallorrhiza maculata,74055,Raíz-de-coral-manchada
1075116,Corallorrhiza wisteriana,74056,Raíz-de-coral-primaveral
32319,Cordia alliodora,43354,Falso-louro
32319,Cordia alliodora,47818,Freijó
32319,Cordia alliodora,53399,Freijó-amarelo
32319,Cordia alliodora,43355,Frei-jorge
32319,Cordia alliodora,51919,Lourinho
32319,Cordia alliodora,41201,Louro-alho
32319,Cordia alliodora,44920,Louro-amarelo
32319,Cordia alliodora,38593,Uruá
32319,Cordia alliodora,47819,Uruazeiro
32320,Cordia bicolor,54243,Chapéu-de-sol
32320,Cordia bicolor,38943,Freijó
32320,Cordia bicolor,85201,Freijó-amarelo
32320,Cordia bicolor,50134,Freijó-branco
32320,Cordia bicolor,38944,Pau-de-jangada
34167,Cordia calocephala,47820,Caraíba
34167,Cordia calocephala,51160,Claraíba
34167,Cordia calocephala,38945,Grão-de-galo
34167,Cordia calocephala,40110,Louro
34168,Cordia cujabensis,41202,Louro-de-mato-grosso
32321,Cordia curassavica,45173,Balieira
32321,Cordia curassavica,43356,Catinga-de-barrão
32321,Cordia curassavica,50135,Catinga-de-preto
32321,Cordia curassavica,53417,Erva-balieira
32321,Cordia curassavica,37843,Maria-preta
32321,Cordia curassavica,45624,Pimenteira
33530,Cordia ecalyculata,38946,Café-de-bugre
33530,Cordia ecalyculata,45625,Claraíba
33530,Cordia ecalyculata,45626,Laranjeira-apepu
33530,Cordia ecalyculata,47821,Laranjeira-do-mato
33530,Cordia ecalyculata,53530,Louro
33530,Cordia ecalyculata,47822,Louro-mole
33530,Cordia ecalyculata,49526,Louro-salgueiro
32817,Cordia exaltata,38375,Freijó-branco
34169,Cordia fallax,36767,Freijó
35947,Cordia gerascanthus,42268,Louro
35947,Cordia gerascanthus,50136,Louro-pardo
35947,Cordia gerascanthus,38947,Louro-preto
35346,Cordia glabra,47823,Louro-batata
31680,Cordia glabrata,36768,Claraíba
31680,Cordia glabrata,51264,Claraibeira
31680,Cordia glabrata,38068,Freijó
31680,Cordia glabrata,47055,Frei-jorge
31680,Cordia glabrata,38948,Louro
31680,Cordia glabrata,43357,Louro-branco
31680,Cordia glabrata,52418,Louro-de-mato-grosso
31680,Cordia glabrata,43358,Louro-preto
31680,Cordia glabrata,48976,Peteribi
31680,Cordia glabrata,54128,Uruá
34170,Cordia goeldiana,40567,Claraíba
34170,Cordia goeldiana,50137,Claraíba-do-pará
34170,Cordia goeldiana,43359,Cordia-preta
34170,Cordia goeldiana,47824,Freijó
34170,Cordia goeldiana,40311,Freijó-branco
34170,Cordia goeldiana,37844,Freijó-cinza
34170,Cordia goeldiana,41203,Freijó-preto
34170,Cordia goeldiana,41204,Freijó-rajado
34170,Cordia goeldiana,50138,Frei-jorge
34170,Cordia goeldiana,53831,Freijó-verdadeiro
34170,Cordia goeldiana,38949,Frejó
34170,Cordia goeldiana,46729,Louro
34170,Cordia goeldiana,38950,Louro-amarelo
34170,Cordia goeldiana,41205,Louro-freijó
34170,Cordia goeldiana,36769,Louro-preto-do-espírito-santo
35207,Cordia grandiflora,40414,Grão-de-porco
33531,Cordia grandifolia,40111,Acoará-muru
33531,Cordia grandifolia,42675,Grão-de-galo
33531,Cordia grandifolia,46950,Grão-de-porco
33531,Cordia grandifolia,47825,Jaguará-muru
33531,Cordia grandifolia,47826,Ramela-de-cachorro
1981123,Cordia incognita,88860,Caraíba
33944,Cordia insignis,53531,Caraíba
33944,Cordia insignis,47266,Grão-de-galo
34171,Cordia intermedia,52419,Clara-d'ovo
32322,Cordia magnoliaefolia,51920,Acoará-muru
32322,Cordia magnoliaefolia,37845,Grão-de-galo
32322,Cordia magnoliaefolia,38951,Jaguará-muru
35347,Cordia nodosa,36770,Pau-de-formiga
35347,Cordia nodosa,47827,Uruazinho
2024664,Cordia oncocalyx,89273,Pau-vidro
34790,Cordia pubescens,50139,Grão-de-galo
34632,Cordia sagotii,51724,Freijó
33378,Cordia salicina,38069,Balieira-branca
33945,Cordia scabrifolia,46730,Freijoarana
34791,Cordia sellowiana,43360,Baba-de-boi
34791,Cordia sellowiana,45627,Capitão-do-campo
34791,Cordia sellowiana,45628,Catuteiro-branco
34791,Cordia sellowiana,41206,Chá-de-bugre
34791,Cordia sellowiana,52420,Freijó
34791,Cordia sellowiana,52020,Juruté
34791,Cordia sellowiana,42794,Louro
34791,Cordia sellowiana,47189,Louro-mole
34791,Cordia sellowiana,40415,Malvaísco
34791,Cordia sellowiana,41207,Malvão
34791,Cordia sellowiana,40112,Mata-fome
31681,Cordia spp.,52421,Amescla
31681,Cordia spp.,51463,Frei-jorge
31681,Cordia spp.,88788,Guajuvira
34172,Cordia superba,45629,Acoará-muru
34172,Cordia superba,45630,Árvore-de-ranho
34172,Cordia superba,52422,Baba-de-boi
34172,Cordia superba,50140,Babosa-branca
34172,Cordia superba,47828,Carapiá
34172,Cordia superba,42876,Grão-de-galo
34172,Cordia superba,42269,Grão-de-porco
34172,Cordia superba,43361,Jagoará-muru
34172,Cordia superba,44736,Jangada-do-campo
34172,Cordia superba,47829,Tajaçu-carapiá
34173,Cordia tetrandra,43362,Chapéu-de-sol
32323,Cordia trichotoma,50141,Ajuí
32323,Cordia trichotoma,50142,Amora-do-mato-alto
32323,Cordia trichotoma,46731,Aritu
32323,Cordia trichotoma,38952,Cambará-açu
32323,Cordia trichotoma,43363,Cambará-uçu
32323,Cordia trichotoma,47195,Canela-batata
32323,Cordia trichotoma,53823,Canela-branca-do-brejo
32323,Cordia trichotoma,51265,Canela-louro
32323,Cordia trichotoma,47384,Canela-parda
32323,Cordia trichotoma,47830,Capoeira
32323,Cordia trichotoma,42480,Cascudinho
32323,Cordia trichotoma,47240,Claraíba
32323,Cordia trichotoma,41208,Claraíba-parda
32323,Cordia trichotoma,45631,Folha-larga
32323,Cordia trichotoma,51266,Freijó
32323,Cordia trichotoma,38953,Frei-jorge
32323,Cordia trichotoma,36771,Frejó
32323,Cordia trichotoma,52423,Grão-de-galo
32323,Cordia trichotoma,38503,Ipê-louro
32323,Cordia trichotoma,52424,Ipê-tabaco
32323,Cordia trichotoma,46732,Jurutê
32323,Cordia trichotoma,50143,Laurel
32323,Cordia trichotoma,50144,Louro
32323,Cordia trichotoma,52425,Louro-amarelo
32323,Cordia trichotoma,43364,Louro-amargoso
32323,Cordia trichotoma,38404,Louro-anhinha
32323,Cordia trichotoma,37846,Louro-aritu
32323,Cordia trichotoma,45632,Louro-batata
32323,Cordia trichotoma,45174,Louro-branco
32323,Cordia trichotoma,53963,Louro-cabeludo
32323,Cordia trichotoma,38954,Louro-cachorro
32323,Cordia trichotoma,50145,Louro-cascudo
32323,Cordia trichotoma,52021,Louro-claro
32323,Cordia trichotoma,38405,Louro-da-serra
32323,Cordia trichotoma,38955,Louro-de-colar
32323,Cordia trichotoma,47831,Louro-do-mato
32323,Cordia trichotoma,53824,Louro-do-sul
32323,Cordia trichotoma,41209,Louro-mutamba
32323,Cordia trichotoma,40113,Louro-negro
32323,Cordia trichotoma,50146,Louro-pardo
32323,Cordia trichotoma,40736,Louro-preto
32323,Cordia trichotoma,46951,Louro-verdadeiro
32323,Cordia trichotoma,50147,Malvaísco
32323,Cordia trichotoma,38410,Malvão
32323,Cordia trichotoma,38956,Maria-preta
32323,Cordia trichotoma,37847,Mutamba
32323,Cordia trichotoma,41210,Pau-cachorro
32323,Cordia trichotoma,50148,Pereiro-malva
32323,Cordia trichotoma,37740,Peterebi
32323,Cordia trichotoma,50149,Peteribi
32323,Cordia trichotoma,52426,Vara-de-canoa
32323,Cordia trichotoma,47385,Violeiro
34792,Cordia umbraculifera,44535,Árvore-de-ombrela
34792,Cordia umbraculifera,47832,Parapará
1425116,Cordiera concolor,89490,Marmelo-preto
1425111,Cordiera elliptica,89491,Marmelada-de-cachorro
33532,Cordiera macrophylla,45633,Marmelada
33532,Cordiera macrophylla,46733,Marmelada-de-cachorro
1875508,Cordiera sessilis,88673,Marmelada-cerrado
1875508,Cordiera sessilis,88672,Marmelada-preta
1875508,Cordiera sessilis,88671,Marmelo-do-campo
1875508,Cordiera sessilis,88670,Puruna
2024652,Cordiera spp,89097,Marmeleiro
34033,Cordyline australis,45049,Coqueiro-de-vênus
34793,Cordyline dracaenoides,42877,Capim-de-anta
34793,Cordyline dracaenoides,53789,Palma-de-são-joão
34793,Cordyline dracaenoides,45634,Tuvarana
34793,Cordyline dracaenoides,45635,Uvarana
34793,Cordyline dracaenoides,38957,Varana
34793,Cordyline dracaenoides,46734,Varaneiro
35948,Cormonema spinosum,47833,Espinho
20759,Corryocactus brevistylus,20014,Cacto
20759,Corryocactus brevistylus,20015,Cactus
20760,Corryocactus puquiensis,20016,Cacto
20760,Corryocactus puquiensis,20017,Cactus
20763,Coryanthes albertinae,20022,Orchid
20763,Coryanthes albertinae,20023,Orquídea
20767,Coryanthes aurea,20030,Orchid
20767,Coryanthes aurea,20031,Orquídea
20764,Coryanthes macrantha,20024,Orchid
20764,Coryanthes macrantha,20025,Orquídea
20768,Coryanthes maculata,20032,Orchid
20768,Coryanthes maculata,20033,Orquídea
20765,Coryanthes speciosa,20026,Orchid
20765,Coryanthes speciosa,20027,Orquídea
20766,Coryanthes trifoliata,20028,Orchid
20766,Coryanthes trifoliata,20029,Orquídea
20769,Coryanthes tuberculata,20034,Orchid
20769,Coryanthes tuberculata,20035,Orquídea
34174,Corylus avellana,50150,Aveleira
32947,Corymbia calophylla,43365,Eucalipto
34794,Corymbia citriodora,45636,Eucalipto
34794,Corymbia citriodora,49629,Eucalipto-limão
33946,Corymbia eximia,48977,Eucalipto
34795,Corymbia gummifera,38958,Eucalipto
33322,Corymbia intermedia,44377,Eucalipto
33533,Corymbia maculata,47834,Eucalipto
35214,Corymbia tesselaris,53849,Eucalipto
32948,Corymbia torelliana,47835,Eucalipto
1088412,Corymborkis forcipigera,75113,Corymborkis-selvática
35348,Corypha gebanga,41211,Palmeira
35949,Corypha umbraculifera,41212,Palmeira-das-bermudas
20777,Coryphantha alversonii,20050,Cacto
20777,Coryphantha alversonii,20051,Cactus
20778,Coryphantha arizonica,20052,Cacto
20778,Coryphantha arizonica,20053,Cactus
858052,Coryphantha cornifera,73550,Biznaga-partida-de-cuernos
1079128,Coryphantha echinus,74256,Biznaga-partida-erizo
20786,Coryphantha macromeris,73551,Biznaga-partida-partida
20786,Coryphantha macromeris,20054,Cacto
20786,Coryphantha macromeris,20055,Cactus
20788,Coryphantha mellospina,20056,Cacto
20788,Coryphantha mellospina,20057,Cactus
20789,Coryphantha nickelsiae,75114,Biznaga-partida-de-laredo
20789,Coryphantha nickelsiae,20058,Cacto
20789,Coryphantha nickelsiae,20059,Cactus
20790,Coryphantha poselgeriana,20060,Cacto
20790,Coryphantha poselgeriana,20061,Cactus
857992,Coryphantha recurvata,73552,Biznaga-partida-de-espinas-curvas
20792,Coryphantha robustispina,20062,Cacto
20792,Coryphantha robustispina,20063,Cactus
20794,Coryphantha runyonii,20064,Cacto
20794,Coryphantha runyonii,20065,Cactus
20796,Coryphantha scheeri,73553,Biznaga-partida-mula
20796,Coryphantha scheeri,20066,Cacto
20796,Coryphantha scheeri,20067,Cactus
20797,Coryphantha sneedii,20068,Cacto
20797,Coryphantha sneedii,20069,Cactus
20799,Coryphantha valida,20070,Cacto
20799,Coryphantha valida,20071,Cactus
32770,Corythophora rimosa,51487,Castanha-jacaré
2024611,Corythophora spp,88920,Cuia-de-macaco
34544,Couepia belemii,42270,Taquipé
34175,Couepia bracteosa,43366,Capricórnia
34175,Couepia bracteosa,44740,Castanha-de-anta
34175,Couepia bracteosa,38504,Castanha-de-cutia
34175,Couepia bracteosa,38959,Castanha-de-galinha
34175,Couepia bracteosa,36772,Castanha-de-macaco
34175,Couepia bracteosa,48978,Castanha-pêndula
34175,Couepia bracteosa,52427,Curupira
34175,Couepia bracteosa,45637,Mariana
34175,Couepia bracteosa,41213,Marimari
34175,Couepia bracteosa,44842,Marirana
34175,Couepia bracteosa,40665,Pajurá
34175,Couepia bracteosa,45638,Pajurá-da-mata
34175,Couepia bracteosa,38605,Pajurá-verdadeiro
34175,Couepia bracteosa,47136,Paracari
34175,Couepia bracteosa,43367,Sacha-umari
34175,Couepia bracteosa,41214,Tucuribá
34175,Couepia bracteosa,49169,Umarirana
33534,Couepia canomensis,47836,Abajeru
33534,Couepia canomensis,47386,Guajuru
34545,Couepia carautae,37848,Milho-torrado-de-folha-cinza
32324,Couepia chrysocalyx,52428,Oitizeiro
32324,Couepia chrysocalyx,36773,Paracari
32324,Couepia chrysocalyx,41215,Parinari
594156,Couepia elata,88886,Casqueira
594169,Couepia excelsa,88921,Caripé
31682,Couepia grandiflora,51662,Angelim-branco
31682,Couepia grandiflora,40737,Angelim-bravo
31682,Couepia grandiflora,36774,Angelim-dos-morcegos
31682,Couepia grandiflora,40619,Fruta-de-ema
31682,Couepia grandiflora,43368,Oiticica
31682,Couepia grandiflora,38960,Oiti-do-sertão
31682,Couepia grandiflora,49630,Uiti
35349,Couepia guianensis,44741,Camama
35349,Couepia guianensis,36775,Camará
35349,Couepia guianensis,43369,Castanha-de-cutia
35349,Couepia guianensis,42589,Oiti-do-pará
34176,Couepia leptostachya,46735,Cumatê
34176,Couepia leptostachya,43370,Macucu
33535,Couepia longipendula,52429,Castanha-de-galinha
33535,Couepia longipendula,41216,Castanha-pêndula
32818,Couepia ovalifolia,54024,Fruta-de-coruja
34177,Couepia paraensis,50151,Tucuribá
36580,Couepia paraensis subsp. glaucescens,54355,Uxirana
594273,Couepia parillo,89308,Oitizeiro
34546,Couepia racemosa,42271,Tucuribá
35350,Couepia robusta,52430,Abiurana
35350,Couepia robusta,41217,Castanha-de-cutia
34796,Couepia rufa,38073,Oiti
34796,Couepia rufa,43371,Oiticica-de-pernambuco
34796,Couepia rufa,36776,Oiti-coró
34796,Couepia rufa,45639,Oiti-coróia
35950,Couepia schottii,45640,Milho-torrado-de-folha-larga
35951,Couepia spp.,53698,Amescla
35951,Couepia spp.,47837,Bom-nome-preto
35951,Couepia spp.,51623,Cabatã-cega-machado
35951,Couepia spp.,42753,Carrapeta
35951,Couepia spp.,38961,Carrapeta-tataburá
35951,Couepia spp.,53713,Casca-dura
35951,Couepia spp.,52431,Coco-pau
35951,Couepia spp.,38052,Facheiro
35951,Couepia spp.,47838,Goiti
35951,Couepia spp.,50152,Jatobá-do-lago
35951,Couepia spp.,38174,Louro
35951,Couepia spp.,36777,Malhado
35951,Couepia spp.,36778,Mangue
35951,Couepia spp.,36779,Mel-de-furo
35951,Couepia spp.,50153,Murici
35951,Couepia spp.,51447,Oiticica
35951,Couepia spp.,46956,Oiti-de-morcego
35951,Couepia spp.,38962,Oiti-verdadeiro
35951,Couepia spp.,50154,Oitizinho
35951,Couepia spp.,52432,Serrote
35951,Couepia spp.,38963,Taquipé
35951,Couepia spp.,38237,Tauari
35952,Couepia subcordata,38964,Marirana
35952,Couepia subcordata,38965,Umarirana
33947,Couepia uiti,40114,Assici
33947,Couepia uiti,44992,Oiti
33947,Couepia uiti,49278,Outi
594087,Couepia ulei,88887,Pajurazinho
35953,Couma guianensis,44397,Cumã-açu
35953,Couma guianensis,51921,Cumã-uaçu
35953,Couma guianensis,43372,Sorva
35953,Couma guianensis,36780,Sorva-amarga
35953,Couma guianensis,36781,Sorva-grande
35953,Couma guianensis,47839,Sorveira
32693,Couma longipedicellata,51267,Cumã-açu
32693,Couma longipedicellata,37741,Sorva
32693,Couma longipedicellata,47330,Sorva-grande
34178,Couma macrocarpa,38966,Cumã-açu
34178,Couma macrocarpa,50155,Cumã-uaçu
34178,Couma macrocarpa,38967,Cunã-açu
34178,Couma macrocarpa,44536,Sorva
34178,Couma macrocarpa,41218,Sorva-grande
34178,Couma macrocarpa,85202,Sorveira
34178,Couma macrocarpa,52433,Souva
34178,Couma macrocarpa,51677,Tauari-branco
36320,Couma pentaphylla,48850,Muirajuçara
32325,Couma rigida,42878,Itapeuá
32325,Couma rigida,50156,Marfim
32325,Couma rigida,51829,Mocujê
32325,Couma rigida,36782,Mucujê
30632,Couma spp.,89192,Sorva
30632,Couma spp.,89193,Sorveira
33536,Couma utilis,38968,Coumã
33536,Couma utilis,40738,Cuma
33536,Couma utilis,51587,Cumã
33536,Couma utilis,36783,Cumaí
33536,Couma utilis,42272,Soruvina
33536,Couma utilis,45641,Sorva
33536,Couma utilis,43373,Sorva-miúda
33536,Couma utilis,40308,Sorva-pequena
33536,Couma utilis,43374,Sorveira
33536,Couma utilis,36784,Sorvinha
35208,Couratari asterotricha,49279,Embirema
33537,Couratari guianensis,45281,Caçador
33537,Couratari guianensis,52434,Cachimbeiro
33537,Couratari guianensis,85203,Embireira
33537,Couratari guianensis,85248,Embirema
33537,Couratari guianensis,49442,Maou
33537,Couratari guianensis,36785,Tauari
33537,Couratari guianensis,38505,Tauari-branco
33537,Couratari guianensis,52435,Tauari-claro
1454139,Couratari longipedicellata,88922,Tauarí-branco
34641,Couratari macrosperma,47317,Pedrão
34641,Couratari macrosperma,85168,Tauari
34797,Couratari martiana,47840,Tauari
32949,Couratari multiflora,38969,Tauari
34798,Couratari oblongifolia,52436,Embirema
34798,Couratari oblongifolia,41219,Tauari
34798,Couratari oblongifolia,38625,Tauari-amarelo
34798,Couratari oblongifolia,37849,Tauari-branco
34798,Couratari oblongifolia,40739,Tauari-morrão
31683,Couratari oligantha,36786,Tauari
35954,Couratari pyramidata,52437,Jequitibá
35954,Couratari pyramidata,47841,Jequitibá-de-manta
35954,Couratari pyramidata,36787,Sapucaiarana
35351,Couratari spp.,43375,Embira-cheirosa
35351,Couratari spp.,88981,Imbirema
35351,Couratari spp.,85332,Tauari
35351,Couratari spp.,36788,Tauari-preto
35351,Couratari spp.,38970,Tauari-rosa
35351,Couratari spp.,42464,Tauari-vermelho
35352,Couratari stellata,50157,Tauari
35352,Couratari stellata,85482,Tauari-branco
35352,Couratari stellata,46736,Tauari-duro
35352,Couratari stellata,41220,Tauari-escuro
35352,Couratari stellata,52438,Tauari-rosa
34009,Couratari tauari,85204,Embireira
34009,Couratari tauari,42590,Tauari
34009,Couratari tauari,85169,Tauari-fofo
34179,Couroupita guianensis,51488,Abricó-de-macaco
34179,Couroupita guianensis,52439,Amêndoa-dos-andes
34179,Couroupita guianensis,36789,Castanha-de-macaco
34179,Couroupita guianensis,37850,Coco-de-macaco
34179,Couroupita guianensis,41221,Cuia-de-macaco
34179,Couroupita guianensis,54016,Curipita
34179,Couroupita guianensis,40516,Curupita
34179,Couroupita guianensis,51814,Macaca
34179,Couroupita guianensis,38971,Macacarecuia
32950,Couroupita subsessilis,45642,Castanha-de-macaco
32950,Couroupita subsessilis,37851,Cuia-de-macaco
1035008,Coursetia rostrata,89429,Brinco-de-princesa
32785,Coussapoa fontanaisiana,38201,Choupo-preto
32785,Coussapoa fontanaisiana,47387,Maúba-preta
33538,Coussapoa microcarpa,46954,Figueira
33538,Coussapoa microcarpa,47842,Figueira-do-brejo
33538,Coussapoa microcarpa,44956,Figueira-mata-pau
33538,Coussapoa microcarpa,37852,Figueira-preta
33538,Coussapoa microcarpa,47843,Mata-pau
32951,Coussapoa nitida,38972,Apuí-grande
32951,Coussapoa nitida,41222,Muirapenima
32951,Coussapoa nitida,50158,Murapixina
34799,Coussapoa schottii,47844,Figueira
34799,Coussapoa schottii,45643,Figueira-do-brejo
34799,Coussapoa schottii,47845,Figueira-mata-pau
34799,Coussapoa schottii,36790,Mata-pau
32144,Coussapoa spp.,44911,Caiçara
1994602,Coussapoa trinervia,89309,Apuí
32952,Coussarea hydrangeaefolia,48979,Bugre-branco
32952,Coussarea hydrangeaefolia,42540,Café-do-mato
32952,Coussarea hydrangeaefolia,36791,Falsa-quina
1861220,Coussarea hydrangeifolia,89594,Bugre-branco
1861220,Coussarea hydrangeifolia,89593,Café-do-mato
1861220,Coussarea hydrangeifolia,89580,Falsa-quina-café-do-mato-bug
32953,Coussarea paniculata,47846,Caferana
33539,Coutarea hexandra,38506,Amora-do-mato
33539,Coutarea hexandra,41223,Cabreúva
33539,Coutarea hexandra,36792,Murta-do-mato
33539,Coutarea hexandra,40441,Quina
33539,Coutarea hexandra,53532,Quina-branca
33539,Coutarea hexandra,47324,Quina-de-don-diogo
33539,Coutarea hexandra,52440,Quina-de-pernambuco
33539,Coutarea hexandra,36793,Quina-do-pará
33539,Coutarea hexandra,36794,Quina-do-piauí
33539,Coutarea hexandra,45644,Quina-quina
33539,Coutarea hexandra,49631,Quinaquina
33539,Coutarea hexandra,43376,Quinaquina-branca
33539,Coutarea hexandra,49751,Quineira
33539,Coutarea hexandra,36795,Veludo-preto
585037,Cranichis diphylla,74057,Cranichis-bifoliada
35353,Crataegus axyacantha,36796,Espinheiro-alvar
35353,Crataegus axyacantha,43377,Pilriteiro
2024632,Crataeva tapia,89038,Cabaceira
34800,Crateva benthamii,49164,Catauari
34800,Crateva benthamii,38973,Catauré
34800,Crateva benthamii,53533,Trapiá
35818,Crateva religiosa,54080,Tapiá
35955,Crateva tapia,39997,Cabaceira
35955,Crateva tapia,41224,Cabaceira-do-pantanal
35955,Crateva tapia,38974,Ivurarema
35955,Crateva tapia,42613,Pau-cebola
35955,Crateva tapia,38306,Pau-d'alho
35955,Crateva tapia,39998,Tapiá
35955,Crateva tapia,51862,Trapiá
35955,Crateva tapia,43378,Umburarema
1978130,Crepidospermum goudotianum,85395,Breu-serrote
34524,Crepidospermum rhoifolium,39999,Breu-branco
34180,Crescentia cujete,41225,Árvore-de-cuia
34180,Crescentia cujete,46737,Cabaça
34180,Crescentia cujete,45645,Cabaceira
34180,Crescentia cujete,50159,Cabaceira-cuité
34180,Crescentia cujete,45646,Coité
34180,Crescentia cujete,41226,Cuia
34180,Crescentia cujete,51161,Cuieira
34180,Crescentia cujete,51646,Cuieté
34180,Crescentia cujete,41227,Cuité
34180,Crescentia cujete,47075,Cuitezeira
34180,Crescentia cujete,42273,Cujeté
32694,Croton astrogynus,40000,Velame
1130880,Croton blanchetianus,89031,Marmeleiro
32954,Croton cajucara,52441,Cajuçara
32954,Croton cajucara,46959,Casca-sacaca
32954,Croton cajucara,42879,Marassacaca
32954,Croton cajucara,52442,Sacaca
1911754,Croton campanulatus,89283,Cróton
32081,Croton celtidifolius,42274,Capixingui
31684,Croton echinocarpus,49476,Caxeta
31684,Croton echinocarpus,41228,Pau-sangue
31684,Croton echinocarpus,50160,Sangra-d'água
31684,Croton echinocarpus,47847,Sangue-de-drago
34181,Croton floribundus,47231,Capexengui
34181,Croton floribundus,52443,Capexingui
34181,Croton floribundus,37853,Capixingué
34181,Croton floribundus,43379,Capixingui
34181,Croton floribundus,42174,Capoeira-preta
34181,Croton floribundus,36797,Lixeira
34181,Croton floribundus,49175,Sangra-d'água
34181,Croton floribundus,44537,Sangue-de-dragão
34181,Croton floribundus,43380,Sangue-de-drago
34181,Croton floribundus,50161,Tapixingué
34181,Croton floribundus,36798,Tapixingui
34181,Croton floribundus,45647,Urucurana
34181,Croton floribundus,41229,Valame
34181,Croton floribundus,37854,Velame-de-cheiro
32326,Croton grandivelum,50162,Velame
1131350,Croton heliotropiifolius,88692,Velame
31685,Croton hemiargyreus,49386,Marmeleiro
31685,Croton hemiargyreus,36799,Marmeleiro-preto
1424206,Croton imbricatus,88995,Quebra-facão
35244,Croton lagoensis,45175,Sangue-de-drago
35956,Croton lanjouwensis,41230,Dima
35956,Croton lanjouwensis,44538,Dima-branca
35957,Croton macrobotrys,50163,Pau-sangue
35957,Croton macrobotrys,38975,Sangue-de-drago
31686,Croton matourensis,47848,Muiravuvuia
35354,Croton palanostigma,50164,Murucututi
35354,Croton palanostigma,38454,Sangra-dágua
35958,Croton piptocalyx,51588,Caxeta
35958,Croton piptocalyx,36800,Caxeta-mole
32327,Croton salutaris,45648,Cambraia
32327,Croton salutaris,47849,Sangue-de-drago
35959,Croton sanguinalis,45649,Sangra-d'água
1132155,Croton sincorensis,85559,Vara-de-marmeleiro
1132168,Croton sonderianus,88694,Marmeleiro
32955,Croton spp.,45650,Mamoninha
32955,Croton spp.,41231,Marmeleiro
32955,Croton spp.,47850,Sangra-d'água
32955,Croton spp.,54075,Sangueiro
32955,Croton spp.,36801,Santa-maria
32955,Croton spp.,40300,Urucurana-preta
1132215,Croton subacutus,89091,Velame
1132320,Croton tricolor,88996,Capixingui-prata
1132320,Croton tricolor,88997,Velame
31687,Croton urucurana,47851,Capixingui
31687,Croton urucurana,47490,Licurana
31687,Croton urucurana,50165,Lucurana
31687,Croton urucurana,47326,Sangra-dágua
31687,Croton urucurana,45651,Sangue-da-água
31687,Croton urucurana,47852,Sangue-dágua
31687,Croton urucurana,53719,Sangue-de-drago
31687,Croton urucurana,44539,Tapexingui
31687,Croton urucurana,47388,Tapixingui
31687,Croton urucurana,53850,Urucuana
31687,Croton urucurana,45652,Urucurana
1132447,Croton zehntneri,88813,Batata-de-porco
35960,Crudia amazonica,43381,Faveira-do-igapó
