Cod;NomeCientifico;NomePopular
34151;Chicocca alba;Cipó-cruz
34151;Chicocca alba;Cainca
34151;Chicocca alba;Caninana
34151;Chicocca alba;Cainana
4125;Chileorebutia spp.;
4824;Chiloglottis spp.;
4825;Chiloschista spp.;
33517;Chimarrhis babata;Pau-amarelo
33517;Chimarrhis babata;Pau-de-remo
33517;Chimarrhis babata;Amarelinho
1993710;Chimarrhis duckei;Mata-barata
34542;Chimarrhis turbinata;Pau-de-remo
34542;Chimarrhis turbinata;Quaruba-branca
34766;Chionanthus arboreus;
34049;Chionanthus crassifolius;Osso-de-burro
34152;Chionanthus trichotomus;
32933;Chionanthus virginica;Árvore-de-neve
4826;Chloraea spp.;
35934;Chlorocardium rodiei;Bibearu
35934;Chlorocardium rodiei;Sipiri
35934;Chlorocardium rodiei;Sipeira
35934;Chlorocardium rodiei;Itaúba-branca
35934;Chlorocardium rodiei;Canela-limão
35934;Chlorocardium rodiei;Sepeeru
35934;Chlorocardium rodiei;Coração-verde
35934;Chlorocardium rodiei;Canela-bibiru
327233;Chloroleucon dumosum;Arapiraca
32302;Chloroleucon tenuiflorum;Barreiro
32302;Chloroleucon tenuiflorum;Tataré
32302;Chloroleucon tenuiflorum;Pau-cascudo
32302;Chloroleucon tenuiflorum;Espinilho
32302;Chloroleucon tenuiflorum;Tatané
2024662;Chlorophora spp;
153127;Chlorophora spp.;
36458;Chlorophora tinctoria;Amoreira
34767;Chomelia obtusa;
33449;Chomelia pohliana;
33339;Chomelia pubescens;Preciosa
20365;Chondrorhyncha reichenbachiana;Orchid
20365;Chondrorhyncha reichenbachiana;Orquídea
4827;Chondrorhyncha spp.;
20364;Chondrorhyncha suarezii;Orchid
20364;Chondrorhyncha suarezii;Orquídea
20366;Chondrorhyncha thienii;Orquídea
20366;Chondrorhyncha thienii;Orchid
20368;Chondrorhyncha velastiguii;Orchid
20368;Chondrorhyncha velastiguii;Orquídea
20367;Chondrorhyncha vollesii;Orchid
20367;Chondrorhyncha vollesii;Orquídea
20363;Chondrorhyncha wercklei;Orchid
20363;Chondrorhyncha wercklei;Orquídea
34153;Chorisia crispiflora;Paineira
34153;Chorisia crispiflora;Paineira-barriguda
34153;Chorisia crispiflora;Barriguda
31664;Chorisia glaziovii;Barriguda
31664;Chorisia glaziovii;Paineira-de-espinho
31664;Chorisia glaziovii;Paineira-branca
35935;Chorisia insignis;Barriguda
35935;Chorisia insignis;Paineira
32934;Chorisia integrifolia;Paineira
32934;Chorisia integrifolia;Barriguda
34768;Chorisia pubiflora;Paineira
34768;Chorisia pubiflora;Barriguda
34768;Chorisia pubiflora;Barriguda-do-pantanal
33518;Chorisia speciosa;Árvore-de-paina-brasileira
33518;Chorisia speciosa;Paina-de-seda
33518;Chorisia speciosa;Barriguda
33518;Chorisia speciosa;Paina
33518;Chorisia speciosa;Barriga-d'água
33518;Chorisia speciosa;Barriguda-de-espinho
33518;Chorisia speciosa;Árvore-de-lã
33518;Chorisia speciosa;Paineira-branca
33518;Chorisia speciosa;Paineira
33518;Chorisia speciosa;Paineira-de-espinho
33518;Chorisia speciosa;Paineira-de-seda
33518;Chorisia speciosa;Paineira-rosa
33518;Chorisia speciosa;Árvore-de-paina
33518;Chorisia speciosa;Paineira-fêmea
33518;Chorisia speciosa;Bomba-d'água
31118;Chorisia spp.;
32935;Christiana africana;Gargaúba
32935;Christiana africana;Gargaúba-preta
36437;Chromolucuma rubriflora;Maparajuba
35336;Chromolucuma spp.;Uacá
35336;Chromolucuma spp.;Rosada-vermelha
35336;Chromolucuma spp.;Guaraetá
20375;Chroniochilus minimus;Orchid
20375;Chroniochilus minimus;Orquídea
4828;Chroniochilus spp.;
20376;Chroniochilus virescens;Orquídea
20376;Chroniochilus virescens;Orchid
30005;Chryptophoranthus schenckii;Orchid
30005;Chryptophoranthus schenckii;Orquídea
5346;Chryptophoranthus spp.;
32303;Chrysobalanus icaco;Uauiru
32303;Chrysobalanus icaco;Gajuru
32303;Chrysobalanus icaco;Oajuru
32303;Chrysobalanus icaco;Guariru
32303;Chrysobalanus icaco;Uajuru
32303;Chrysobalanus icaco;Apioba
32303;Chrysobalanus icaco;Abajeru
32303;Chrysobalanus icaco;Gujiru
32303;Chrysobalanus icaco;Guajuru
32303;Chrysobalanus icaco;Ajuru-branco
32303;Chrysobalanus icaco;Ajuru
32303;Chrysobalanus icaco;Cajuru
32303;Chrysobalanus icaco;Goajuru
20381;Chrysocycnis ecuadorense;Orquídea
20381;Chrysocycnis ecuadorense;Orchid
20382;Chrysocycnis lehmannii;Orquídea
20382;Chrysocycnis lehmannii;Orchid
4829;Chrysocycnis spp.;
4830;Chrysoglossum spp.;
32667;Chrysophyllum anomalum;
35936;Chrysophyllum argenteum;Guajará-branco
35936;Chrysophyllum argenteum;Pau-doce
36564;Chrysophyllum argenteum auratum;Pau-doce
36564;Chrysophyllum argenteum auratum;Guajará-branco
36570;Chrysophyllum argenteum nitidum;Pau-doce
36570;Chrysophyllum argenteum nitidum;Guajará-branco
33278;Chrysophyllum balata;
34574;Chrysophyllum brasiliense;
35337;Chrysophyllum cainito;Caimito
31665;Chrysophyllum cuspidatum;Guapeveira
31665;Chrysophyllum cuspidatum;Guapeva
31665;Chrysophyllum cuspidatum;Guapeba
31665;Chrysophyllum cuspidatum;Guapebeira
32127;Chrysophyllum dusenii;
35136;Chrysophyllum excelsum;Abiu-folha-brilhosa
32936;Chrysophyllum eximium;Maçarandubarana
32819;Chrysophyllum flexuosum;Guaranhém
32937;Chrysophyllum gonocarpum;Pau-marfim-da-serra
32937;Chrysophyllum gonocarpum;Aguaizeiro
32937;Chrysophyllum gonocarpum;Guapevão
32937;Chrysophyllum gonocarpum;Valvu
32937;Chrysophyllum gonocarpum;Caxeta-amarela
32937;Chrysophyllum gonocarpum;Peroba-branca
32937;Chrysophyllum gonocarpum;Guatambu-sapo
32937;Chrysophyllum gonocarpum;Preaca
32937;Chrysophyllum gonocarpum;Coerana
32937;Chrysophyllum gonocarpum;Peroba-de-cantagalo
32937;Chrysophyllum gonocarpum;Caxeta
32937;Chrysophyllum gonocarpum;Sequirana
32937;Chrysophyllum gonocarpum;Guatambu-de-sapo
32937;Chrysophyllum gonocarpum;Guatambu-de-leite
32937;Chrysophyllum gonocarpum;Aguaí-da-serra
32937;Chrysophyllum gonocarpum;Peroba-branca-do-campo
32937;Chrysophyllum gonocarpum;Aguaí
32937;Chrysophyllum gonocarpum;Mata-olho
34769;Chrysophyllum inornatum;Aguaí-branco
34769;Chrysophyllum inornatum;Batinga-branca
34769;Chrysophyllum inornatum;Murta
32830;Chrysophyllum lucentifolium;Vaca
32830;Chrysophyllum lucentifolium;Goiabão
2024461;Chrysophyllum lucentifolium pachycarpum;Goiabão
32150;Chrysophyllum lucumifolium;
33519;Chrysophyllum marginatum;Batinga-branca
33519;Chrysophyllum marginatum;Aguaí-vermelho
33519;Chrysophyllum marginatum;Guatambu-de-leite
33519;Chrysophyllum marginatum;Aguaí
33519;Chrysophyllum marginatum;Maçarandubarana
33519;Chrysophyllum marginatum;Gumbijava
33519;Chrysophyllum marginatum;Aranhão
36560;Chrysophyllum marginatum marginatum;Laranjeira-brava
36560;Chrysophyllum marginatum marginatum;Laranjeira-do-mato
36560;Chrysophyllum marginatum marginatum;Two-host-tick
32645;Chrysophyllum maytenoides;
32204;Chrysophyllum oppositum;
31666;Chrysophyllum pomiferum;Abiu-pitomba
34770;Chrysophyllum prieurii;Abiu-de-casca-fina
34770;Chrysophyllum prieurii;Goiabão
34770;Chrysophyllum prieurii;Maçarandubarana
34770;Chrysophyllum prieurii;Abiurana
34770;Chrysophyllum prieurii;Abiurana-maçaranduba
34770;Chrysophyllum prieurii;Abiurana-vermelha
34770;Chrysophyllum prieurii;Pau-doce
34770;Chrysophyllum prieurii;Abiurana-quadrada
35230;Chrysophyllum psilophyllum;
32776;Chrysophyllum ramiflorum;
35937;Chrysophyllum rufocupreum;Batuteira
34154;Chrysophyllum sanguinolentum;Coquirana-vermelha
36565;Chrysophyllum sanguinolentum balata;Quuqueirana
36565;Chrysophyllum sanguinolentum balata;Abiurana
36565;Chrysophyllum sanguinolentum balata;Ucuquirana
36565;Chrysophyllum sanguinolentum balata;Coquirana
36565;Chrysophyllum sanguinolentum balata;Cuquirana
36565;Chrysophyllum sanguinolentum balata;Balata-cuquirana
36565;Chrysophyllum sanguinolentum balata;Balata
36565;Chrysophyllum sanguinolentum balata;Cuquirana-mansa
36595;Chrysophyllum sanguinolentum sanguinolentum;Coquirana
36595;Chrysophyllum sanguinolentum sanguinolentum;Ucuquirana
36595;Chrysophyllum sanguinolentum sanguinolentum;Pau-de-porco
36595;Chrysophyllum sanguinolentum sanguinolentum;Balata-cuquirana
36571;Chrysophyllum sanguinolentum spurium;Ucuquirana-brava
36571;Chrysophyllum sanguinolentum spurium;Cuquirana-brava
36571;Chrysophyllum sanguinolentum spurium;Balata-cuquirana
34468;Chrysophyllum sericeum;
35338;Chrysophyllum splendens;Língua-de-vaca
35338;Chrysophyllum splendens;Bapeba
35338;Chrysophyllum splendens;Bapeba-pedrim
34771;Chrysophyllum spp.;Abiurana
34771;Chrysophyllum spp.;Amapá
34771;Chrysophyllum spp.;Maparajuba
34771;Chrysophyllum spp.;Bapeba-pedra
34771;Chrysophyllum spp.;Catanudo
34771;Chrysophyllum spp.;Aguaí
34771;Chrysophyllum spp.;Embira-jabuti
34771;Chrysophyllum spp.;Guajará-bolacha
32938;Chrysophyllum ucuquirana-branca;Coquirana-branca
32938;Chrysophyllum ucuquirana-branca;Ucuquirana-branca
32938;Chrysophyllum ucuquirana-branca;Ucuquirana-brava
31667;Chrysophyllum venezuelanense;Sorva
31667;Chrysophyllum venezuelanense;Sorveira
31667;Chrysophyllum venezuelanense;Guajará
34772;Chrysophyllum viride;Peroba-branca
34772;Chrysophyllum viride;Aguaizeiro
34772;Chrysophyllum viride;Valvu
34772;Chrysophyllum viride;Sequirana
34772;Chrysophyllum viride;Coerana
34772;Chrysophyllum viride;Guatambu-de-leite
34772;Chrysophyllum viride;Guatambu-sapo
34772;Chrysophyllum viride;Guapevão
34772;Chrysophyllum viride;Caxeta-amarela
34772;Chrysophyllum viride;Caxeta
34772;Chrysophyllum viride;Guaí
34772;Chrysophyllum viride;Aguaí
34772;Chrysophyllum viride;Pau-marfim-da-serra
36308;Chrysophylum brasiliense;
34773;Chuquiraga glabra;Espinho-agulha
36517;Chuquiraga glabra multiflora;
34155;Chuquiraga paniculata;Ambará-d'espinho
34155;Chuquiraga paniculata;Espinho-agulha
34155;Chuquiraga paniculata;Sucará
34155;Chuquiraga paniculata;Cambará-d'espinho
34155;Chuquiraga paniculata;Lavra-mão
35938;Chuquiraga spinescens;Sucará
35938;Chuquiraga spinescens;Espinho-de-santo-antônio
32161;Chuquiraga tomentosa;
4831;Chusua spp.;
4832;Chysis spp.;
1320443;Chytroglossa aurata;
1320015;Chytroglossa marileoniae;
1320444;Chytroglossa paulensis;
1319991;Chytroglossa spp.;
35176;Chytroma chartacea;
34608;Chytroma grandifolia;
32650;Chytroma ibiriba;
31190;Chytroma spp.;
32658;Chytroma spruceana;
32304;Cinchona calisaya;Quina-verdadeira
34774;Cinchona officinalis;Quina-verdadeira
33383;Cinchona succirubra;Quina-vermelha
33383;Cinchona succirubra;Quina-verdadeira
35339;Cinnamodendron corticosum;Paratudo
35339;Cinnamodendron corticosum;Canela-branca
1979683;Cinnamodendron dinisii;Pimenteira
32305;Cinnamomum camphora;Árvore-da-cânfora
32305;Cinnamomum camphora;Camphor-tree
32305;Cinnamomum camphora;Canforeira
32305;Cinnamomum camphora;Alcanforeira
35939;Cinnamomum glaziovii;Garuva
35939;Cinnamomum glaziovii;Canela-papagaio
32306;Cinnamomum pyrifolium;Canela-rosa
32306;Cinnamomum pyrifolium;Pau-de-andrade
32306;Cinnamomum pyrifolium;Nicurana
32306;Cinnamomum pyrifolium;Abacateiro-do-mato
32306;Cinnamomum pyrifolium;Pau-andrade
32306;Cinnamomum pyrifolium;Maçaranduba
32307;Cinnamomum riedelianum;Garuva
34156;Cinnamomum sellowianum;Canela
34775;Cinnamomum stenophyllum;Canela-vassoura
33942;Cinnamomum vesiculosum;Canela-raposa
33942;Cinnamomum vesiculosum;Canela
35940;Cinnamomum zeylanicum;Caneleira
35940;Cinnamomum zeylanicum;Canela-da-índia
35940;Cinnamomum zeylanicum;Caneleira-da-índia
35940;Cinnamomum zeylanicum;Pitombeira
4126;Cintia spp.;
20387;Cipocereus bradei;Cactus
20387;Cipocereus bradei;Cacto
20388;Cipocereus crassisepalus;Cacto
20388;Cipocereus crassisepalus;Cactus
20389;Cipocereus laniflorus;Cacto
20389;Cipocereus laniflorus;Cactus
20385;Cipocereus minensis;Cacto
20385;Cipocereus minensis;Cactus
20386;Cipocereus pleurocarpus;Cacto
20386;Cipocereus pleurocarpus;Cactus
20390;Cipocereus pusilliflorus;Cactus
20390;Cipocereus pusilliflorus;Cacto
4127;Cipocereus spp.;
30115;Cirrhaea dependens;Orchid
30115;Cirrhaea dependens;Orquídea
30116;Cirrhaea loddigessii;Orquídea
30116;Cirrhaea loddigessii;Orchid
30117;Cirrhaea pallida;Orquídea
30117;Cirrhaea pallida;Orchid
30119;Cirrhaea saccata;Orchid
30119;Cirrhaea saccata;Orquídea
30118;Cirrhaea seidelii;Orchid
30118;Cirrhaea seidelii;Orquídea
5366;Cirrhaea spp.;
20403;Cirrhopetalum acutiflorum;Orchid
20403;Cirrhopetalum acutiflorum;Orquídea
20404;Cirrhopetalum andersonii;Orchid
20404;Cirrhopetalum andersonii;Orquídea
20405;Cirrhopetalum auratum;Orchid
20405;Cirrhopetalum auratum;Orquídea
20398;Cirrhopetalum bicolor;Orquídea
20398;Cirrhopetalum bicolor;Orchid
20399;Cirrhopetalum boninense;Orquídea
20399;Cirrhopetalum boninense;Orchid
20406;Cirrhopetalum breviscapum;Orquídea
20406;Cirrhopetalum breviscapum;Orchid
20407;Cirrhopetalum caudatum;Orchid
20407;Cirrhopetalum caudatum;Orquídea
20408;Cirrhopetalum cornutum;Orchid
20408;Cirrhopetalum cornutum;Orquídea
20409;Cirrhopetalum cumingii;Orquídea
20409;Cirrhopetalum cumingii;Orchid
20402;Cirrhopetalum delitescens;Orquídea
20402;Cirrhopetalum delitescens;Orchid
20410;Cirrhopetalum dentiferum;Orquídea
20410;Cirrhopetalum dentiferum;Orchid
20411;Cirrhopetalum elassoniatum;Orchid
20411;Cirrhopetalum elassoniatum;Orquídea
20412;Cirrhopetalum gamosepalum;Orchid
20412;Cirrhopetalum gamosepalum;Orquídea
20413;Cirrhopetalum gracilimum;Orquídea
20413;Cirrhopetalum gracilimum;Orchid
20414;Cirrhopetalum guttulatum;Orchid
20414;Cirrhopetalum guttulatum;Orquídea
20417;Cirrhopetalum hibrido;Orquídea
20417;Cirrhopetalum hibrido;Orchid
20415;Cirrhopetalum lepidum;Orchid
20415;Cirrhopetalum lepidum;Orquídea
20416;Cirrhopetalum longiflorum;Orchid
20416;Cirrhopetalum longiflorum;Orquídea
20418;Cirrhopetalum mineatum;Orchid
20418;Cirrhopetalum mineatum;Orquídea
20401;Cirrhopetalum miniatum;Orquídea
20401;Cirrhopetalum miniatum;Orchid
20419;Cirrhopetalum ornatissimum;Orquídea
20419;Cirrhopetalum ornatissimum;Orchid
20420;Cirrhopetalum picturatum;Orquídea
20420;Cirrhopetalum picturatum;Orchid
20421;Cirrhopetalum pulchellum;Orquídea
20421;Cirrhopetalum pulchellum;Orchid
20422;Cirrhopetalum sarcophyllum;Orquídea
20422;Cirrhopetalum sarcophyllum;Orchid
4833;Cirrhopetalum spp.;
20400;Cirrhopetalum thouarsii;Orquídea
20400;Cirrhopetalum thouarsii;Orchid
20397;Cirrhopetalum tigridum;Orquídea
20397;Cirrhopetalum tigridum;Orchid
20423;Cirrhopetalum vaginatum;Orquídea
20423;Cirrhopetalum vaginatum;Orchid
4834;Cischweinfia spp.;
35736;Citharexylum barbinerve;Tarumã-de-espinho
35736;Citharexylum barbinerve;Tarumã-d'espinho
34776;Citharexylum cinerium;Pau-de-guitarra
34776;Citharexylum cinerium;Tarumã
34776;Citharexylum cinerium;Cinco-chagas
34776;Citharexylum cinerium;Pau-de-viola
34776;Citharexylum cinerium;Marupá
34776;Citharexylum cinerium;Pombeiro
34776;Citharexylum cinerium;Ucuuba-branca
34776;Citharexylum cinerium;Açacu
31668;Citharexylum myrianthum;Torumã
31668;Citharexylum myrianthum;Tucaneira
31668;Citharexylum myrianthum;Pau-viola
31668;Citharexylum myrianthum;Pombeiro
31668;Citharexylum myrianthum;Jacataúva
31668;Citharexylum myrianthum;Pau-de-tamanco
31668;Citharexylum myrianthum;Tarumã-branco
31668;Citharexylum myrianthum;Tucaneiro
31668;Citharexylum myrianthum;Pau-de-viola
31668;Citharexylum myrianthum;Baga-de-tucano
31668;Citharexylum myrianthum;Pimenteira
31668;Citharexylum myrianthum;Pau-pombo
31668;Citharexylum myrianthum;Jacareúba
31668;Citharexylum myrianthum;Tarumã
31668;Citharexylum myrianthum;Pau-de-gaiola
32795;Citharexylum spp.;Louro-azeitona
32795;Citharexylum spp.;Algodão-de-velho
34777;Citronella congonha;Congonha
34777;Citronella congonha;Erva-de-anta
34777;Citronella congonha;Congonha-de-bugre
34777;Citronella congonha;Mate
34777;Citronella congonha;Falso-mate
34777;Citronella congonha;Congonha-falsa
34777;Citronella congonha;Congonha-do-sertão
34778;Citronella megaphylla;Erva-de-anta
32692;Citronella paniculata;Congonha-verdadeira
32692;Citronella paniculata;Pau-de-sapo
32692;Citronella paniculata;Assis
34779;Citronella ramiflora;Congonhinha
35646;Citronella spp.;Pinho-bravo
35646;Citronella spp.;Pau-piranha
35646;Citronella spp.;Cega-machado
35646;Citronella spp.;Ingá-de-suia
35646;Citronella spp.;Manuel-gonçalves
35646;Citronella spp.;Pinho-falha
35646;Citronella spp.;Sapucarana
35646;Citronella spp.;Ingá
35646;Citronella spp.;Cocão-amarelo
2024629;Citrus aurantifolia;Limão-galego
32308;Citrus aurantium;Bergamota
32308;Citrus aurantium;Pomo-de-baco
32308;Citrus aurantium;Laranja
32308;Citrus aurantium;Laranjeira-comum
32308;Citrus aurantium;Laranja-da-terra
32308;Citrus aurantium;Pomo-das-hisperides
32308;Citrus aurantium;Laranjeira
36533;Citrus aurantium amara;Laranja-azêda
36533;Citrus aurantium amara;Laranja-sevilhana
36533;Citrus aurantium amara;Laranja-de-sevilha
36533;Citrus aurantium amara;Laranja-bigarade
36533;Citrus aurantium amara;Laranja-azeda
36533;Citrus aurantium amara;Bigarade
36533;Citrus aurantium amara;Laranjeira-amarga
36521;Citrus aurantium brasiliensis;Laranja-umbiguda
36521;Citrus aurantium brasiliensis;Laranja-seleta-da-bahia
36521;Citrus aurantium brasiliensis;Laranja-seleta-de-umbigo
36521;Citrus aurantium brasiliensis;Laranja-amarga
36521;Citrus aurantium brasiliensis;Laranja-de-umbigo
36521;Citrus aurantium brasiliensis;Laranja-da-bahia
36521;Citrus aurantium brasiliensis;Laranja-sem-caroços
36521;Citrus aurantium brasiliensis;Laranja-do-cabula
36534;Citrus aurantium depressus;Laranja-da-cidade
36534;Citrus aurantium depressus;Laranja-seleta-do-rio
36534;Citrus aurantium depressus;Laranja-seleta
36508;Citrus aurantium lumia;Laranja-lima
36508;Citrus aurantium lumia;Laranja-serra-d'água
36508;Citrus aurantium lumia;Laranja-docinha
36522;Citrus aurantium pyriformis;Laranja-de-natal
36522;Citrus aurantium pyriformis;Limão-de-natal
36522;Citrus aurantium pyriformis;Laranja-de-abril
36522;Citrus aurantium pyriformis;Laranja-pera
36509;Citrus aurantium sinensis;Laranja-doce
36509;Citrus aurantium sinensis;Laranja-da-china
36509;Citrus aurantium sinensis;Laranja-caipira
32309;Citrus bergamia;Lima-da-pérsia
32309;Citrus bergamia;Limeira-da-pérsia
32309;Citrus bergamia;Limeira-comum
34157;Citrus bigaradia;Limão-cravo
34780;Citrus deliciosa;Bergamota
34780;Citrus deliciosa;Laranjeira-cravo
34780;Citrus deliciosa;Mexeriqueira
34780;Citrus deliciosa;Tangerina-cravo
34780;Citrus deliciosa;Laranja-crava
33340;Citrus hystrix;
36543;Citrus hystrix decumana;Laranja-melancia
34158;Citrus limetta;Limeira-de-bico
34158;Citrus limetta;Limeira-de-umbigo
34158;Citrus limetta;Lima-de-umbigo
34158;Citrus limetta;Lima-de-bico
32310;Citrus limonum-edulis;Limoeiro
32310;Citrus limonum-edulis;Limoeiro-doce
32939;Citrus maxima;Turanja
32939;Citrus maxima;Pamplemussa
32939;Citrus maxima;Pomelo
32939;Citrus maxima;Grêpe
32939;Citrus maxima;Toranja
32939;Citrus maxima;Bombalina
32939;Citrus maxima;Pomo-de-adão
32939;Citrus maxima;Laranja-melancia
33520;Citrus medica;
36535;Citrus medica acida;Limão-galego
36486;Citrus medica cedra;Cidra
36486;Citrus medica cedra;Cidreira
36514;Citrus medica limon;Limoeiro-galego
36514;Citrus medica limon;Limão
36514;Citrus medica limon;Limão-galego
31669;Citrus melitense;Tangerina-boceta
31669;Citrus melitense;Laranjeira-boceta
31669;Citrus melitense;Tangerina-sanguínea
31670;Citrus nobilis;Tangerina-do-rio
31670;Citrus nobilis;Bergamota
31670;Citrus nobilis;Tangerineira
31670;Citrus nobilis;Laranja-cravo
31670;Citrus nobilis;Mexerica
31670;Citrus nobilis;Mandarina
31670;Citrus nobilis;Mixirica
31670;Citrus nobilis;Laranjeira-cravo
32107;Citrus paradisi;
34159;Citrus pomum-adami;Turanja
34159;Citrus pomum-adami;Pomo-de-Adão
34159;Citrus pomum-adami;Zamboeiro
34160;Citrus trifoliata;Limão-de-jardim
34160;Citrus trifoliata;Limãozinho-do-jardim
34160;Citrus trifoliata;Limoeiro-trifoliado
34469;Citrus trifoliatus;
4835;Claderia spp.;
2005035;Clarisia ilicifolia;Amora-branca
36360;Clarisia racemifera;Janitá
34161;Clarisia racemosa;Guariúba-catruz
34161;Clarisia racemosa;Oiticica-da-mata
34161;Clarisia racemosa;Gameleiro
34161;Clarisia racemosa;Guariuba
34161;Clarisia racemosa;Catruz
34161;Clarisia racemosa;Guariúba
34161;Clarisia racemosa;Oiticica-vermelha
34161;Clarisia racemosa;Bordãozinho
34161;Clarisia racemosa;Tatajuba-amarela
34161;Clarisia racemosa;Janitá
34161;Clarisia racemosa;Bainha-de-espada
34161;Clarisia racemosa;Oiti-amarelo
34161;Clarisia racemosa;Guariúba-amarela
34161;Clarisia racemosa;Oiti
34161;Clarisia racemosa;Oiticica-amarela
34161;Clarisia racemosa;Quariúba
34161;Clarisia racemosa;Oiticica-cica
34161;Clarisia racemosa;Oiticica
34161;Clarisia racemosa;Ticica
31472;Clarisia spp.;Oiticica-amarela
36389;Clarisia strepitans;Janitá
36389;Clarisia strepitans;Bainha-de-espada
36389;Clarisia strepitans;Árvore-de-chocalho
33521;Clathrotropis macrocarpa;Timborana
33521;Clathrotropis macrocarpa;Timbó-pau
33521;Clathrotropis macrocarpa;Cabari
34781;Clathrotropis nitida;Acapu
34781;Clathrotropis nitida;Acapu-do-igapó
36459;Clausena anisata;Aniz
33522;Clausena wampi;Vampi-da-índia
33522;Clausena wampi;Verniz-do-japão
32940;Clavija lancifolia;Marapuama
20451;Cleisostoma elegans;Orchid
20451;Cleisostoma elegans;Orquídea
20452;Cleisostoma ramosum;Orchid
20452;Cleisostoma ramosum;Orquídea
4836;Cleisostoma spp.;
20453;Cleisostoma tenuiflorum;Orquídea
20453;Cleisostoma tenuiflorum;Orchid
20454;Cleisostoma williamsonii;Orchid
20454;Cleisostoma williamsonii;Orquídea
4837;Cleisostomopsis spp.;
789108;Cleistes bifaria;
789783;Cleistes divaricata;
4838;Cleistes spp.;
20459;Cleistocactus acanthurus;Cacto
20459;Cleistocactus acanthurus;Cactus
20460;Cleistocactus anguinus;Cacto
20460;Cleistocactus anguinus;Cactus
20461;Cleistocactus baumannii;Cacto
20461;Cleistocactus baumannii;Cactus
20462;Cleistocactus chacoanus;Cactus
20462;Cleistocactus chacoanus;Cacto
20463;Cleistocactus croceiflorus;Cactus
20463;Cleistocactus croceiflorus;Cacto
20464;Cleistocactus faustianus;
20465;Cleistocactus fieldianus;Cacto
20465;Cleistocactus fieldianus;Cactus
20466;Cleistocactus horstii;Cacto
20466;Cleistocactus horstii;Cactus
20467;Cleistocactus pullatus;
20468;Cleistocactus samnensis;
20469;Cleistocactus santacruzensis;Cactus
20469;Cleistocactus santacruzensis;Cacto
4128;Cleistocactus spp.;
20470;Cleistocactus tessellatus;
4839;Clematepistephium spp.;
32108;Clethra brasiliensis;
33331;Clethra laevigata;
34162;Clethra scabra;Cajuja
34162;Clethra scabra;Vassourão
34162;Clethra scabra;Guaraperê
34162;Clethra scabra;Guaperê
34162;Clethra scabra;Pau-de-cinzas
34162;Clethra scabra;Caúna
34162;Clethra scabra;Caujuja
34162;Clethra scabra;Carne-de-vaca
34162;Clethra scabra;Peroba-brava
34162;Clethra scabra;Cangalheira-falsa
34162;Clethra scabra;Peroba-café
36474;Clethra scabra venosa;
32781;Clethra uleana;Caujuja
32781;Clethra uleana;Carne-de-vaca
32781;Clethra uleana;Guaperê
35941;Clidemia hirta;Soapbush
35941;Clidemia hirta;Pixirica
35941;Clidemia hirta;Pixixica
35941;Clidemia hirta;Folha-de-fogo
35941;Clidemia hirta;Pixica
35688;Clinostemon mahuba;
30701;Clinostemon spp.;
4129;Clistanthocereus spp.;
2023928;Clitoria amazonicum;Biarana
31671;Clitoria fairchildiana;Sobreiro
31671;Clitoria fairchildiana;Sombreiro
31671;Clitoria fairchildiana;Paliteira
31671;Clitoria fairchildiana;Sombra-de-vaca
31671;Clitoria fairchildiana;Fava
31671;Clitoria fairchildiana;Faveira
31671;Clitoria fairchildiana;Palheteira
33858;Clitoria racemosa;
20485;Clowesia dodsoniana;Orquídea
20485;Clowesia dodsoniana;Orchid
20483;Clowesia glaucoglossa;Orquídea
20483;Clowesia glaucoglossa;Orchid
20484;Clowesia rosea;Orchid
20484;Clowesia rosea;Orquídea
4840;Clowesia spp.;
20486;Clowesia thylaciochila;Orquídea
20486;Clowesia thylaciochila;Orchid
1320844;Clowesia warscewiczii;Orquídea
1320844;Clowesia warscewiczii;Orchid
35084;Clusia alba;
34782;Clusia burchelli;Gameleira
34783;Clusia criuva;Criúba
34783;Clusia criuva;Mangue-do-mato
34783;Clusia criuva;Mangue
34783;Clusia criuva;Mangue-de-formiga
34783;Clusia criuva;Criúva
34783;Clusia criuva;Estalo
34783;Clusia criuva;Pirá
32079;Clusia fluminensis;Manga-da-praia
1974893;Clusia hilariana;Canudeiro
31672;Clusia ildefonsiana;Pirá
33523;Clusia macrocarpa;Panapanari
34784;Clusia microcarpa;Quapóia
33524;Clusia nemorosa;Orelha-de-burro
33524;Clusia nemorosa;Camaçari
35822;Clusia palmicida;Mata-pau
34470;Clusia panapanari;
32311;Clusia pernambucensis;
36283;Clusia quapoya;
32941;Clusia rosea;Mata-pau
32941;Clusia rosea;Cebola-brava
32941;Clusia rosea;Cupaí
31673;Clusia spp.;Pororoca
31673;Clusia spp.;Criúva
31673;Clusia spp.;Bacupari
31673;Clusia spp.;Guanandi-da-areia
214721;Cnidoscolus bahianus;Cansanção
35239;Cnidoscolus phyllacanthus;Favela
35239;Cnidoscolus phyllacanthus;Faveleira
32312;Cnidoscolus pubescens;Cansanção-de-leite
32312;Cnidoscolus pubescens;Urtiga-de-mamão
32312;Cnidoscolus pubescens;Arre-diabo
32312;Cnidoscolus pubescens;Urtiga
32312;Cnidoscolus pubescens;Pinha-queimada
32312;Cnidoscolus pubescens;Cansanção
214669;Cnidoscolus quercifolius;Mandioca-brava
214669;Cnidoscolus quercifolius;Faveleiro
