Cod;NomeCientifico;NomePopular
4709;Aa spp.;
1980924;Abarema adenophora;Olho-de-peixe
1980927;Abarema cochliacarpos;Babatenon
1049335;Abarema filamentosa;Olho-de-pomba
35843;Abarema jupunba;Pau-bicho
35843;Abarema jupunba;Angelim-falso
35843;Abarema jupunba;Contas-de-nossa-senhora
35843;Abarema jupunba;Fava-amargosa
35843;Abarema jupunba;Saboeiro
35843;Abarema jupunba;Tento-azul
35843;Abarema jupunba;Igaraná
2024607;Abarema spp;Fava-branca
1981208;Abarema villosa;Barbatimão
1981208;Abarema villosa;Ingá-negro
1981208;Abarema villosa;Bordão-de-velho
33997;Abbevillea chrysophylla;
34537;Abbevillea guaviroba;Guabiroba-de-cachorro
4710;Abdominea spp.;
33862;Aberemoa lanceolata;
33318;Aberemoa spp.;
32824;Abies balsamea;Pinheiro
34045;Abies cilicica;Abeto
34073;Abies concolor;Abeto
34073;Abies concolor;Oyamel-de-california
34680;Abies numidica;Abeto
31581;Abies pectinata;Pinheiro
33450;Abies pinsapo;Pinheiro
35267;Abuta spp.;Abuta
32206;Abutilon fluviatile;Cuiteleiro
30041;Acacallis cyanae;Orquídea
30041;Acacallis cyanae;Orchid
1319660;Acacallis hoehne;
5354;Acacallis spp.;
33414;Acacia adhaerens;Acácia
31582;Acacia albida;Acácia
34681;Acacia arabica;Árvore-da-goma-arábica
34681;Acacia arabica;Acácia-do-nilo
31583;Acacia atramentaria;Curupaí-curu
32207;Acacia baileyana;Acácia-da-austrália
33451;Acacia cavenia;Espinilho
33451;Acacia cavenia;Pata-de-vaca
32009;Acacia cornigera;Acácia-cornígera
32199;Acacia cyanophylla;Acácia-da-austrália
35268;Acacia dealbata;Acácia-da-austrália
35268;Acacia dealbata;Aroma-francesa
32208;Acacia decurrens;Acácia-negra
32208;Acacia decurrens;Acácia-da-austrália
32208;Acacia decurrens;Acácia
31584;Acacia farnesiana;Corona-cristi
31584;Acacia farnesiana;Arapiraca
31584;Acacia farnesiana;Aromita
31584;Acacia farnesiana;Coronha
31584;Acacia farnesiana;Esponjeira
31584;Acacia farnesiana;Sweet-acacia
31584;Acacia farnesiana;Vinhático-de-espinho
31584;Acacia farnesiana;Espinilho
31584;Acacia farnesiana;Esponja
31584;Acacia farnesiana;Esponjinha
31584;Acacia farnesiana;Espinheiro
33452;Acacia glomerosa;Angico-preto
33452;Acacia glomerosa;Muquém
32209;Acacia jurema;Jurema
32804;Acacia laeta;Acácia
1042680;Acacia mangium;acácia-australiana
33453;Acacia melanoxylon;Mogno-da-austrália
33453;Acacia melanoxylon;Maogani-da-austrália
33453;Acacia melanoxylon;Ébano-da-austrália
33453;Acacia melanoxylon;Tasmanian-blackwood
33453;Acacia melanoxylon;Madeira-preta
31585;Acacia monteirii;Monjolo-ferro
32630;Acacia nilotica;
34074;Acacia paniculata;Angiquinho
34074;Acacia paniculata;Monjoleiro
1034922;Acacia plumosa;Arranha-gato
1034922;Acacia plumosa;Acácia-de-espinho
1034922;Acacia plumosa;Unha-de-gato
31586;Acacia polyphylla;Guarucaia
31586;Acacia polyphylla;Juqueriguaçu
31586;Acacia polyphylla;Acácia-monjolo
31586;Acacia polyphylla;Espinheiro-preto
31586;Acacia polyphylla;Paricá-grande
31586;Acacia polyphylla;Fava-de-espinho
31586;Acacia polyphylla;Monjoleiro
31586;Acacia polyphylla;Angico-monjolo
31586;Acacia polyphylla;Paricá-branco
31586;Acacia polyphylla;Faveira-de-espinho
31586;Acacia polyphylla;Paricarana
31586;Acacia polyphylla;Paricá
31586;Acacia polyphylla;Angiquinho
31586;Acacia polyphylla;Paricarana-do-amazonas
31586;Acacia polyphylla;Paricarana-de-espinho
34600;Acacia pycnantha;Acácia-da-austrália
32851;Acacia riparia;Unha-de-gato
32851;Acacia riparia;Malícia
32851;Acacia riparia;Paricarana
32851;Acacia riparia;Paricá-preto
34075;Acacia spadicigera;Acácia
35844;Acacia spp.;Cobi
32210;Acacia striata;Mata-cavalo
32827;Acacia visco;Visco
4711;Acampe spp.;
4712;Acanthephippium spp.;
4085;Acanthocalycium spp.;
18081;Acanthocereus brasiliensis;Cactus
18081;Acanthocereus brasiliensis;Cacto
4086;Acanthocereus spp.;
450214;Acanthocereus tetragonus;Órgano-alado-de-pitaya
36318;Acanthococos spp.;
4087;Acantholobivia spp.;
4088;Acanthorhipsalis spp.;
33925;Acanthorrhiza warscewiczii;
32852;Acanthosyris paulo-alvinii;Mata-cacau
34682;Acanthosyris spinescens;Sombra-de-touro
32211;Acca sellowiana;Goiaba-serrana
32211;Acca sellowiana;Goiaba-verde
32211;Acca sellowiana;Goiaba-silvestre
32211;Acca sellowiana;Goiaba-de-casca-verde
32211;Acca sellowiana;Araçá-do-rio-grande
32211;Acca sellowiana;Goiaba-do-mato
32211;Acca sellowiana;Goiabeira-do-mato
32211;Acca sellowiana;Goiabeira-serrana
32211;Acca sellowiana;Goiaba
32211;Acca sellowiana;Goiaba-do-campo
32211;Acca sellowiana;Goiaba-ananás
32211;Acca sellowiana;Goiaba-crioula
32211;Acca sellowiana;Goiaba-da-serra
31587;Acer monspessulanum;Zelha
35845;Acer pseudo-platanus;Falso-plátano
35845;Acer pseudo-platanus;Sicômoro
4713;Aceras spp.;
4714;Aceratorchis spp.;
4089;Acharagma spp.;
34646;Achatocarpus bicornutus;Cabo-de-lança
32076;Achatocarpus microcarpus;Ibirau
33259;Achatocarpus obovatus;
34631;Achatocarpus praecox;Ibirau
35105;Achras sapota;
4715;Achroanthes spp.;
33893;Achrouteria spp.;
4716;Acianthus spp.;
4717;Acineta spp.;
34633;Acioa edulis;Castanha-de-cutia
35846;Acioa spp.;Anoerá-ferro
31588;Acnistus arborescens;Mariana
31588;Acnistus arborescens;Esporão-de-galo
31588;Acnistus arborescens;Fruta-de-sabiá
31588;Acnistus arborescens;Marianeira
34683;Acosmium dasycarpum;Sucupira-da-serra
34683;Acosmium dasycarpum;Pau-paratudo
34683;Acosmium dasycarpum;Perobinha
34683;Acosmium dasycarpum;Chapadinha
34683;Acosmium dasycarpum;Unha-d'anta
34683;Acosmium dasycarpum;Chapada
36340;Acosmium lentiscifolium;Murta
36430;Acosmium nitens;Itaubarana
32853;Acosmium subelegans;Amendoim-falso
32853;Acosmium subelegans;Sucupira-do-campo
32853;Acosmium subelegans;Chapadinha
32853;Acosmium subelegans;Sucupira-branca
18083;Acostaea bicornis;Orchid
18083;Acostaea bicornis;Orquídea
18084;Acostaea costaricensis;Orquídea
18084;Acostaea costaricensis;Orchid
4718;Acostaea spp.;
18085;Acostaea unicornis;Orquídea
18085;Acostaea unicornis;Orchid
18089;Acriopsis borneensis;Orchid
18089;Acriopsis borneensis;Orquídea
4719;Acriopsis spp.;
2024651;Acritopappus spp;Assa-peixe
34579;Acrocarpus spp.;Mundani
32854;Acrocomia aculeata;Macaibeira
32854;Acrocomia aculeata;Mocajá-mirim
32854;Acrocomia aculeata;Coco-de-catarro
32854;Acrocomia aculeata;Mocajá
32854;Acrocomia aculeata;Mocajaíba
32854;Acrocomia aculeata;Macaiá-mirim
32854;Acrocomia aculeata;Bocaiúba-de-são-lourenço
32854;Acrocomia aculeata;Macaúba
32854;Acrocomia aculeata;Macaíba
32854;Acrocomia aculeata;Coco-de-espinho
32854;Acrocomia aculeata;Bocaiúba
32854;Acrocomia aculeata;Palmeira
32854;Acrocomia aculeata;Mucajuba
32854;Acrocomia aculeata;Macacaúba
32854;Acrocomia aculeata;Coco-baboso
32854;Acrocomia aculeata;Mucujá
32854;Acrocomia aculeata;Coco-de-bacaiúba
32854;Acrocomia aculeata;Mocajá-pequeno
32854;Acrocomia aculeata;Bocaiúba-dos-patanais
32854;Acrocomia aculeata;Bacaiúba
32854;Acrocomia aculeata;Bacaiuveira
32854;Acrocomia aculeata;Macajuba
34458;Acrocomia appellii;
33974;Acrocomia eriocantha;
35072;Acrocomia glaucophylla;
34459;Acrocomia intumescens;
35832;Acrocomia lasiospatha;
34460;Acrocomia microcarpa;
35171;Acrocomia mokayayba;
32011;Acrocomia odorata;
36275;Acrocomia sclerocarpa;
34076;Acrodiclidium appellii;Louro-aritu
34076;Acrodiclidium appellii;Aritu
32828;Acrodiclidium aureum;Folha-dourada
34684;Acrodiclidium brasiliense;Louro
32855;Acrodiclidium camara;Camará
32855;Acrodiclidium camara;Camaçamará
32855;Acrodiclidium camara;Itaúba-camará
32855;Acrodiclidium camara;Cambará-de-cheiro
34010;Acrodiclidium canella;Canela-caxeta
35847;Acrodiclidium chrysophyllum;Sassafrás-do-pará
35847;Acrodiclidium chrysophyllum;Sassafrás-da-guiana
35848;Acrodiclidium cinnamomoides;Canela-do-mato
35849;Acrodiclidium puchury-major;Puxuri-grosso
35849;Acrodiclidium puchury-major;Puxuri
35849;Acrodiclidium puchury-major;Louro-puxuri
4720;Acrolophia spp.;
32856;Actinostemon caribaeus;Capitão
32856;Actinostemon caribaeus;Pau-rainha
32856;Actinostemon caribaeus;Três-cores-vermelhas
32856;Actinostemon caribaeus;Laranjeira-do-mato
32856;Actinostemon caribaeus;Laranjeira-brava
35763;Actinostemon concolor;Laranjeira-do-mato
35763;Actinostemon concolor;Pau-canzil
31589;Actinostemon lanceolatus;Gonçalo-alves
31589;Actinostemon lanceolatus;Caiteté
31589;Actinostemon lanceolatus;Canela-de-veado
31590;Actinostemon microcarpus;Três-cores-vermelhas
31590;Actinostemon microcarpus;Laranjeira-do-mato
31590;Actinostemon microcarpus;Laranjeira-brava
35209;Actinostemon spp.;Amesclão
4721;Ada spp.;
34685;Adansonia digitata;Iciboacica
34685;Adansonia digitata;Baobab
35269;Adenanthera pavonina;Carolina
35269;Adenanthera pavonina;Segavé
35269;Adenanthera pavonina;Tento-carolina
4722;Adenochilus spp.;
4723;Adenoncos spp.;
35781;Adenostephanus icana;
36448;Adenostephanus inaequalis;
33980;Adenostephanus organensis;
35270;Adenostephanus sellowii;Catucanhém
32652;Adenostephanus spp.;
4724;Adrorhizon spp.;
325287;Aechmea lingulata;
325286;Aechmea nudicaulis;Aechmea-desnuda
145555;Aechmea spp.;
35271;Aegiphila arborescens;Botim
35271;Aegiphila arborescens;Pimenteira-do-mato
1072360;Aegiphila integrifolia;Papagaio
1072360;Aegiphila integrifolia;Tamanqueira
32212;Aegiphila klotzschiana;Papagaio
32212;Aegiphila klotzschiana;Tamanqueiro-do-campo
32212;Aegiphila klotzschiana;Capoeirão
32212;Aegiphila klotzschiana;Pau-de-papagaio
32212;Aegiphila klotzschiana;Fruta-de-papagaio
32212;Aegiphila klotzschiana;Tamanqueiro-do-cerrado
34686;Aegiphila lundii;Capoeirão
35272;Aegiphila pernambucensis;Salgueiro
35850;Aegiphila sellowiana;Pau-de-tamanco
35850;Aegiphila sellowiana;Fruta-de-papagaio
35850;Aegiphila sellowiana;Capoeira-branca
35850;Aegiphila sellowiana;Papagaio
35850;Aegiphila sellowiana;Pau-de-gaiola
35850;Aegiphila sellowiana;Tamanqueiro
35850;Aegiphila sellowiana;Mululo
35850;Aegiphila sellowiana;Minura
35850;Aegiphila sellowiana;Capoeirão
35850;Aegiphila sellowiana;Briaúva
35850;Aegiphila sellowiana;Gaioleira
34077;Aegiphila spp.;Gaiteiro
35126;Aegiphila tomentosa;Mululo-branco
32077;Aegle marmelos;Bilva
18101;Aerangis caulescens;Orquídea
18101;Aerangis caulescens;Orchid
18098;Aerangis citrata;Orquídea
18098;Aerangis citrata;Orchid
18103;Aerangis clavigera;Orchid
18103;Aerangis clavigera;Orquídea
30320;Aerangis cryptodon;
18097;Aerangis cryptodon sensu;Orquídea
18097;Aerangis cryptodon sensu;Orchid
18099;Aerangis curnowiana;Orchid
18099;Aerangis curnowiana;Orquídea
18102;Aerangis decaryana;Orchid
18102;Aerangis decaryana;Orquídea
18091;Aerangis ellisii;Orquídea
18091;Aerangis ellisii;Orchid
18095;Aerangis fastuosa;Orquídea
18095;Aerangis fastuosa;Orchid
18105;Aerangis flexuosa;Orquídea
18105;Aerangis flexuosa;Orchid
18093;Aerangis hologlottis;Orquídea
18093;Aerangis hologlottis;Orchid
18104;Aerangis megaphylla;Orquídea
18104;Aerangis megaphylla;Orchid
18094;Aerangis modesta;Orchid
18094;Aerangis modesta;Orquídea
18096;Aerangis mystacidii;Orchid
18096;Aerangis mystacidii;Orquídea
18092;Aerangis platyphylla;Orchid
18092;Aerangis platyphylla;Orquídea
18100;Aerangis pumilio;Orquídea
18100;Aerangis pumilio;Orchid
4725;Aerangis spp.;
18121;Aeranthes balfourii;Orquídea
18121;Aeranthes balfourii;Orchid
4726;Aeranthes spp.;
18123;Aerides crassifolia;Orquídea
18123;Aerides crassifolia;Orchid
18124;Aerides falcata;Orchid
18124;Aerides falcata;Orquídea
18125;Aerides flabellata;Orchid
18125;Aerides flabellata;Orquídea
18126;Aerides houllettianum;Orquídea
18126;Aerides houllettianum;Orchid
18127;Aerides krabiensis;Orchid
18127;Aerides krabiensis;Orquídea
18128;Aerides lawrenceana;Orquídea
18128;Aerides lawrenceana;Orchid
18129;Aerides mitratum;Orchid
18129;Aerides mitratum;Orquídea
18130;Aerides multiflorum;Orchid
18130;Aerides multiflorum;Orquídea
18131;Aerides odoratum;Orquídea
18131;Aerides odoratum;Orchid
4727;Aerides spp.;
35698;Aeschrion crenata;
152430;Aeschrion spp.;
35851;Aeschynomene sensitiva;Paricazinho
32213;Aesculus hippocastanum;Castanheiro-da-índia
35852;Aesculus pavia;Olho-de-cabra
33454;Affonsea bullata;Ingá-falso
30043;Aganisia pulchella;Orquídea
30043;Aganisia pulchella;Orchid
5355;Aganisia spp.;
33908;Agarista deifolia;Agarista
33455;Agarista eucaluptoides;Urze
33455;Agarista eucaluptoides;Criúva
36428;Agarista multiflora;Criúva
34078;Agarista nummularia;Urze-de-vaivém
2001546;Agarista revoluta;Alegrim-do-rego
35210;Aglaia odorata;Murta-do-campo
35210;Aglaia odorata;Aglaia
4728;Aglossorhyncha spp.;
34079;Agonandra brasiliensis;Cerveja-de-pobre
34079;Agonandra brasiliensis;Imbu-d'anta
34079;Agonandra brasiliensis;Tigre-cuia
34079;Agonandra brasiliensis;Marfim
34079;Agonandra brasiliensis;Pau-marfim-verdadeiro
34079;Agonandra brasiliensis;Amarelão
34079;Agonandra brasiliensis;Marfinzeiro
34079;Agonandra brasiliensis;Tinge-cuia
34079;Agonandra brasiliensis;Falso-pau-marfim
34079;Agonandra brasiliensis;Pau-marfim-do-pará
34079;Agonandra brasiliensis;Pau-marfim-do-cerrado
34079;Agonandra brasiliensis;Quinze-cuia
34079;Agonandra brasiliensis;Pau-marfim-da-mata
34079;Agonandra brasiliensis;Guararema
34079;Agonandra brasiliensis;Pau-marfim
34079;Agonandra brasiliensis;Tatu
34079;Agonandra brasiliensis;Pau-d'alho-do-cerrado
34079;Agonandra brasiliensis;Quina-de-veado
34079;Agonandra brasiliensis;Cereja-de-pobre
34079;Agonandra brasiliensis;Patu
34079;Agonandra brasiliensis;Cervejinha
34079;Agonandra brasiliensis;Canudo
34079;Agonandra brasiliensis;Amora-do-mato
34079;Agonandra brasiliensis;Pau-d'alho-do-campo
34079;Agonandra brasiliensis;Pau-marfim-do-campo
32214;Agonandra engleri;Estoque
32214;Agonandra engleri;Cerveja-de-pobre
1320882;Agonandra silvatica;Marfim
31335;Agonandra spp.;Capitiúrosa
30045;Agrostochillus majus;Orchid
30045;Agrostochillus majus;Orquídea
5356;Agrostochillus spp.;
4729;Agrostophyllum spp.;
35853;Ailanthus excelsa;Árvore-celeste
35273;Ailanthus glandulosa;Árvore-do-céu
35273;Ailanthus glandulosa;Ailanto
35273;Ailanthus glandulosa;Verniz-do-japão
35665;Aiouea brasiliensis;
35073;Aiouea densiflora;
36364;Aiouea gaudichaudii;
34604;Aiouea goyazensis;
35788;Aiouea laevis;Amajouva
35788;Aiouea laevis;Anhauiná
1985994;Aiouea myristicoides;Louro-casca-vermelha
35854;Aiouea piauhyensis;Canela-do-piauí
35855;Aiouea saligna;Louro-amarelo-de-cheiro
35855;Aiouea saligna;Canela
35855;Aiouea saligna;Canela-anhuíba
35855;Aiouea saligna;Canela-anhoíba
35855;Aiouea saligna;Canela-amarela-de-cheiro
35855;Aiouea saligna;Canela-do-rio-grande
35855;Aiouea saligna;Canela-sebo
34080;Aiouea spp.;Louro-canela
32215;Aiouea trinervis;Louro-de-goiás
4730;Alamania spp.;
31591;Albizia corymbosa;Faveira
31591;Albizia corymbosa;Fava
34687;Albizia hasslerii;Farinha-seca
34687;Albizia hasslerii;Frango-assado
34687;Albizia hasslerii;Branquilho
36401;Albizia inopinata;Bananinha
34081;Albizia inundata;Bigueiro
34081;Albizia inundata;Timbó-branco
34081;Albizia inundata;Muquém
34081;Albizia inundata;Canafístula
34081;Albizia inundata;Biguazeiro
32857;Albizia lebbeck;Ébano-europeu
32857;Albizia lebbeck;Coração-de-negro
32857;Albizia lebbeck;Ébano-oriental
35856;Albizia moluccana;Acácia-asiática
34688;Albizia niopodes;Angico-branco
1035066;Albizia pedicellaris;Fava-mapuxiqui
31592;Albizia polycephala;Monjolo
31592;Albizia polycephala;Angico-branco
31592;Albizia polycephala;Fava-do-mato
31592;Albizia polycephala;Faveira-do-mato
31592;Albizia polycephala;Fava-do-campo
31592;Albizia polycephala;Albízia
31592;Albizia polycephala;Faveiro-do-mato
31592;Albizia polycephala;Faboeiro
31592;Albizia polycephala;Saboeiro
31592;Albizia polycephala;Canafístula
31592;Albizia polycephala;Faveira-do-campo
31592;Albizia polycephala;Fanjolo
31592;Albizia polycephala;Cabelo
32858;Albizia procera;Acácia-da-austrália
148672;Albizia spp.;Fava-angico
34689;Alchornea cordata;Tapiá-branco
34689;Alchornea cordata;Tapiá-guaçu
1132554;Alchornea discolor;Fruta-de-arara
35857;Alchornea glandulosa;Ará-de-espinho
35857;Alchornea glandulosa;Taipiá-mirim
35857;Alchornea glandulosa;Taipiá
35857;Alchornea glandulosa;Maria-mole
35857;Alchornea glandulosa;Taipiá-guaçu
35857;Alchornea glandulosa;Tapiá-guaçu
35857;Alchornea glandulosa;Tanheiro-de-folha-redonda
35857;Alchornea glandulosa;Caxeta
35857;Alchornea glandulosa;Araribá
35857;Alchornea glandulosa;Tanheiro
35857;Alchornea glandulosa;Bugé
35857;Alchornea glandulosa;Taneiro
35857;Alchornea glandulosa;Iricurana
35857;Alchornea glandulosa;Boleira
35857;Alchornea glandulosa;Tamanqueiro
35857;Alchornea glandulosa;Tapiá
35857;Alchornea glandulosa;Malacaxeta
35857;Alchornea glandulosa;Canela-raposa
35857;Alchornea glandulosa;Folha-de-bolo
35857;Alchornea glandulosa;Folha-redonda
35857;Alchornea glandulosa;Oeirana
35857;Alchornea glandulosa;Canela-samambaia
35857;Alchornea glandulosa;Tapiá-mirim
35857;Alchornea glandulosa;Amor-seco
32859;Alchornea grandis;Canelarana
34462;Alchornea iricurana;
33456;Alchornea pycnogyne;Tapiá
33456;Alchornea pycnogyne;Boleira
32860;Alchornea sidifolia;Taneiro
32860;Alchornea sidifolia;Malacaxeta
32860;Alchornea sidifolia;Tanheiro
32860;Alchornea sidifolia;Ará-de-espinho
32860;Alchornea sidifolia;Tamanqueiro
32860;Alchornea sidifolia;Taipiá-guaçu
32860;Alchornea sidifolia;Iricurana
32860;Alchornea sidifolia;Caxeta
32860;Alchornea sidifolia;Tapiá-mirim
32860;Alchornea sidifolia;Tapiá
32860;Alchornea sidifolia;Oeirana
32860;Alchornea sidifolia;Canela-raposa
32860;Alchornea sidifolia;Folha-de-bolo
32860;Alchornea sidifolia;Taipiá-mirim
32860;Alchornea sidifolia;Urucurana
32860;Alchornea sidifolia;Tapiá-guaçu
32860;Alchornea sidifolia;Canela-samambaia
34690;Alchornea spp.;Pau-de-leite
34690;Alchornea spp.;Fruta-de-arara
31593;Alchornea triplinervia;Caxeta-branca
31593;Alchornea triplinervia;Chipa-rupa
31593;Alchornea triplinervia;Filipe
31593;Alchornea triplinervia;Iricurana
31593;Alchornea triplinervia;Folhão
31593;Alchornea triplinervia;Tapiá-guaçu-branco
31593;Alchornea triplinervia;Casca-doce
31593;Alchornea triplinervia;Alchornea
31593;Alchornea triplinervia;Cebolão
31593;Alchornea triplinervia;Corticeira
31593;Alchornea triplinervia;Tapiá-da-restinga
31593;Alchornea triplinervia;Folha-de-bolo
31593;Alchornea triplinervia;Pau-de-tanho
31593;Alchornea triplinervia;Chico-rupa
31593;Alchornea triplinervia;Tapiaeiro
31593;Alchornea triplinervia;Canela-samambaia
31593;Alchornea triplinervia;Tamanqueiro
31593;Alchornea triplinervia;Oeirana
31593;Alchornea triplinervia;Samambaia
31593;Alchornea triplinervia;Tapiá
31593;Alchornea triplinervia;Tanheiro
31593;Alchornea triplinervia;Tapiá-açu
31593;Alchornea triplinervia;Tira-teima
31593;Alchornea triplinervia;Boleira
31593;Alchornea triplinervia;Alcórnea
31593;Alchornea triplinervia;Tapiazeiro
31593;Alchornea triplinervia;Taneiro
31593;Alchornea triplinervia;Tapiá-vermelho
31593;Alchornea triplinervia;Tapiá-mirim
31593;Alchornea triplinervia;Caxeta
31593;Alchornea triplinervia;Tanaeiro
31593;Alchornea triplinervia;Pau-de-tamanco
31593;Alchornea triplinervia;Taipiá-mirim
31593;Alchornea triplinervia;Canela
31593;Alchornea triplinervia;Lava-pratos
31593;Alchornea triplinervia;Malacaxeta
31593;Alchornea triplinervia;Sete-cascas
31593;Alchornea triplinervia;Tapiá-guaçu
31593;Alchornea triplinervia;Pau-de-jangada
31593;Alchornea triplinervia;Taipiá-guaçu
31593;Alchornea triplinervia;Canela-raposa
31593;Alchornea triplinervia;Ará-de-espinho
31593;Alchornea triplinervia;Jangada
31593;Alchornea triplinervia;Algodoeiro
31593;Alchornea triplinervia;Pau-de-bolo
34082;Alchorneopsis floribunda;Tapiá
34082;Alchorneopsis floribunda;Canelarana
34691;Alchorneopsis trimera;Canelarana
32861;Aldina discolor;Macucu-da-caatinga
31594;Aldina heterophylla;Angelim-do-campo
31594;Aldina heterophylla;Macucu-da-caatinga
31594;Aldina heterophylla;Macucu-de-paca
31594;Aldina heterophylla;Macucu
31594;Aldina heterophylla;Macucu-do-baxio
31594;Aldina heterophylla;Macacada-de-paca
31594;Aldina heterophylla;Angelim-coco
31595;Aldina latifolia;Macucu-do-igapó
31595;Aldina latifolia;Macucu
32216;Aleurites fordii;Nogueira
32216;Aleurites fordii;Tungue
32631;Aleurites moluccana;
34083;Aleurites spp.;Leiteiro
35274;Aleurites triloba;Nogueira
35274;Aleurites triloba;Nogueira-de-iguapé
35274;Aleurites triloba;Nogueira-da-índia
35274;Aleurites triloba;Tungue
35274;Aleurites triloba;Noz-da-índia
35858;Alexa grandiflora;Sucupira-pepino
35858;Alexa grandiflora;Melancieira
34692;Alexa imperatricis;Ingaí
147274;Alexa spp.;Sucupira
34693;Alibertia edulis;Goiaba-preta
34693;Alibertia edulis;Marmelo-de-cachorro
34693;Alibertia edulis;Puruizinho
34693;Alibertia edulis;Ajuruí
34693;Alibertia edulis;Puruí
35675;Alibertia macrophylla;
33457;Alibertia sessilis;Marmelada
33457;Alibertia sessilis;Marmelinho-do-campo
33457;Alibertia sessilis;Marmelada-de-bola
33457;Alibertia sessilis;Marmelada-olho-de-boi
33457;Alibertia sessilis;Marmelada-do-campo
33457;Alibertia sessilis;Bola
31596;Alibertia sorbilis;Puruí-grande
34694;Alibertia spp.;Araçá-branco
35770;Allagoptera caudescens;
34516;Allagoptera spp.;Coqueiro
34618;Allamanda doniana;Itapocaba
34618;Allamanda doniana;Acapociba
34618;Allamanda doniana;Ibapocaba
1320919;Allantoma decandra;Jequitibá-rosa
1320919;Allantoma decandra;Tauari-vermelho
1320919;Allantoma decandra;Jequitibá
35275;Allantoma lineata;Jequitibá-rosa
35275;Allantoma lineata;Churu
35275;Allantoma lineata;Ripeiro-cheru
35275;Allantoma lineata;Castanha-da-serra
35275;Allantoma lineata;Castanheiro-da-serra
35275;Allantoma lineata;Jequitibá
35275;Allantoma lineata;Tauari
35275;Allantoma lineata;Ceru
35275;Allantoma lineata;Seru
32834;Allantoma macrocarpa;
32217;Allantoma spp.;Sapucaia
32217;Allantoma spp.;Sapucarana
35075;Allantoma torulosa;
4731;Allochilus spp.;
34695;Allophylus edulis;Chal-chal
34695;Allophylus edulis;Murta-branca
34695;Allophylus edulis;Fruta-de-pavó
34695;Allophylus edulis;Chala-chala
34695;Allophylus edulis;Vacunzeiro
34695;Allophylus edulis;Baga-de-morcego
34695;Allophylus edulis;Fruta-de-pombo
34695;Allophylus edulis;Murta-vermelha
34695;Allophylus edulis;Vacum
34695;Allophylus edulis;Fruta-de-paraó
33458;Allophylus guaraniticus;Vacunzeiro
33458;Allophylus guaraniticus;Uacoí-mirim
33458;Allophylus guaraniticus;Vacum
33458;Allophylus guaraniticus;Fruto-de-pombo
31597;Allophylus petiolulatus;Baga-de-morcego
31597;Allophylus petiolulatus;Fruta-de-paraó
31597;Allophylus petiolulatus;Casca-solta
31597;Allophylus petiolulatus;Timbó-mirim
34084;Allophylus sericeus;Laranjeira-do-mato
34084;Allophylus sericeus;Três-folhas-vermelhas
2024654;Allophylus spp;Chal-chal
34085;Almeidea longifolia;Guambixim
34085;Almeidea longifolia;Guambixima
34085;Almeidea longifolia;Guambixira
34085;Almeidea longifolia;Guamixinga
34085;Almeidea longifolia;Guamixira
34696;Alnus glutinosa;Amieiro
35859;Aloysia virgata;Cidró
35859;Aloysia virgata;Camará-de-lixa
35859;Aloysia virgata;Camará
35859;Aloysia virgata;Lixeira
35859;Aloysia virgata;Pau-lixa
35859;Aloysia virgata;Lixa
35859;Aloysia virgata;Cambará
31598;Alseis floribunda;Quina-de-são-paulo
31598;Alseis floribunda;Armação-de-serra
31598;Alseis floribunda;Goiabeira
31598;Alseis floribunda;Álamo-de-serra
31598;Alseis floribunda;Falsa-pelada
32829;Alsodeia guianensis;Inhambuquiçaua
32747;Alsophila arbuscula;
33459;Alsophila aspera;Samambaiaçu-do-brejo
33332;Alsophila atrovirens;
33460;Alsophila compta;Xaxim-penteado
33460;Alsophila compta;Xaxim
33859;Alsophila corcovadensis;
35087;Alsophila elegans;
34645;Alsophila kleinii;Xaxim
35676;Alsophila leptocladia;
33281;Alsophila leucolepis;
33979;Alsophila miersii;
34697;Alsophila miquelii;Xaxim
33461;Alsophila nitida;Xaxim
33461;Alsophila nitida;Feto-arborescente
33926;Alsophila plagiopteris;
35677;Alsophila proceroides;
152904;Alsophila spp.;
34698;Amaioua guianensis;Canela-de-são-paulo
34698;Amaioua guianensis;Carvoeiro
34698;Amaioua guianensis;Marmelada
34698;Amaioua guianensis;Vachila
34698;Amaioua guianensis;Puruizinho
34698;Amaioua guianensis;Marmelada-brava
34698;Amaioua guianensis;Pimentão
34698;Amaioua guianensis;Canela-de-veado
34698;Amaioua guianensis;Pimentão-bravo
34698;Amaioua guianensis;Coração-de-bugre
33462;Amaioua monteroi;Puruí-grande-da-mata
34699;Amaioua spp.;Cumaru-amarelo
34699;Amaioua spp.;Cocão
34699;Amaioua spp.;Taquipé
34699;Amaioua spp.;Marmelada
36434;Amanoa glaucophylla;Mamoninha
35860;Amanoa guianensis;Amanoa
35861;Ambelania acida;Pepino-do-mato
35861;Ambelania acida;Molongó
34086;Ambelania cuneata;Molongó
32218;Ambelania grandiflora;Culhão-de-bode
34700;Ambelania marckgrafiana;Pepino-do-mato
35276;Ambelania spp.;Pepino-da-mata
4732;Amblostoma spp.;
18559;Amblostoma tridactylum;Orchid
18559;Amblostoma tridactylum;Orquídea
35277;Amburana acreana;Cumaré
35277;Amburana acreana;Cerejeira
35277;Amburana acreana;Amburana
35277;Amburana acreana;Cerejeira-rajada
35277;Amburana acreana;Amburana-de-cheiro
35277;Amburana acreana;Louro-ingá
